Title,ArtistName,Rank,Weeks,isNew
fresh eyes,andy grammer,79,5,0
mercy,shawn mendes,80,7,0
it don't hurt like it used to,billy currington,81,15,0
i know somebody,locash,82,10,0
capsize,frenship & emily warren,83,6,0
the difference,meek mill featuring quavo,84,1,1
say you won't let go,james arthur,85,2,0
shout out to my ex,little mix,86,2,0
all eyez,the game featuring jeremih,87,4,0
star of the show,thomas rhett,88,1,1
how i'll always be,tim mcgraw,89,3,0
ain't my fault,zara larsson,90,4,0
wishing,dj drama featuring chris brown  skeme & lyquin,91,12,0
80s mercedes,maren morris,92,3,0
blue notes,meek mill,93,1,1
my sh*t,a boogie wit da hoodie,94,3,0
what they want,russ,95,2,0
chantaje,shakira featuring maluma,96,1,1
blessed up,meek mill,97,1,1
love me now,john legend,98,2,0
wat u mean (aye  aye  aye),dae dae,99,16,0
cool girl,tove lo,100,5,0
nice for what,drake,1,8,0
psycho,post malone featuring ty dolla $ign,2,14,0
god's plan,drake,3,19,0
this is america,childish gambino,4,4,0
the middle,zedd  maren morris & grey,5,18,0
yes indeed,lil baby & drake,6,3,0
i like it,cardi b  bad bunny & j balvin,7,8,0
boo'd up,ella mai,8,9,0
meant to be,bebe rexha & florida georgia line,9,32,0
no tears left to cry,ariana grande,10,6,0
in my blood,shawn mendes,11,11,0
look alive,blocboy jb featuring drake,12,16,0
friends,marshmello & anne-marie,13,16,0
walk it talk it,migos featuring drake,14,18,0
lucid dreams,juice wrld,15,3,0
never be the same,camila cabello,16,24,0
perfect,ed sheeran,17,40,0
whatever it takes,imagine dragons,18,18,0
i'm upset,drake,19,1,1
mine,bazzi,20,19,0
be careful,cardi b,21,9,0
heaven,kane brown,22,23,0
rockstar,post malone featuring 21 savage,23,37,0
wait,maroon 5,24,20,0
havana,camila cabello featuring young thug,25,42,0
freaky friday,lil dicky featuring chris brown,26,11,0
plug walk,rich the kid,27,16,0
delicate,taylor swift,28,12,0
pray for me,the weeknd & kendrick lamar,29,17,0
better now,post malone,30,5,0
new rules,dua lipa,31,44,0
one kiss,calvin harris & dua lipa,32,8,0
chun-li,nicki minaj,33,8,0
one number away,luke combs,34,11,0
love lies,khalid & normani,35,15,0
te bote,casper magico  nio garcia  darell  nicky jam  ozuna & bad bunny,36,6,0
tequila,dan + shay,37,12,0
back to you,selena gomez,38,3,0
finesse,bruno mars & cardi b,39,22,0
call out my name,the weeknd,40,9,0
all the stars,kendrick lamar & sza,41,21,0
you make it easy,jason aldean,42,18,0
sad!,xxxtentacion,43,13,0
ric flair drip,offset & metro boomin,44,31,0
praise the lord (da shine),a$ap rocky featuring skepta,45,1,1
tati,6ix9ine featuring dj spinking,46,1,1
all girls are the same,juice wrld,47,3,0
x,nicky jam x j balvin,48,13,0
idgaf,dua lipa,49,20,0
powerglide,rae sremmurd & juicy j,50,13,0
fake love,bts,51,2,0
overdose,youngboy never broke again,52,5,0
dura,daddy yankee,53,17,0
up down,morgan wallen featuring florida georgia line,54,10,0
done for me,charlie puth featuring kehlani,55,4,0
i like me better,lauv,56,16,0
get along,kenny chesney,57,8,0
japan,famous dex,58,10,0
kod,j. cole,59,6,0
esskeetit,lil pump,60,7,0
dame tu cosita,pitbull x el chombo x karol g featuring cutty ranks,61,6,0
ball for me,post malone featuring nicki minaj,62,5,0
a$ap forever,a$ap rocky featuring moby,63,2,0
sit next to me,foster the people,64,11,0
infrared,pusha t,65,1,1
big bank,yg featuring 2 chainz  big sean & nicki minaj,66,1,1
woman  amen,dierks bentley,67,8,0
king's dead,jay rock  kendrick lamar  future & james blake,68,20,0
everything's gonna be alright,david lee murphy & kenny chesney,69,6,0
alone,halsey featuring big sean & stefflon don,70,7,0
i lived it,blake shelton,71,13,0
mercy,brett young,72,4,0
if you know you know,pusha t,73,1,1
life goes on,lil baby featuring gunna & lil uzi vert,74,2,0
what would meek do?,pusha t featuring kanye west,75,1,1
youth,shawn mendes featuring khalid,76,2,0
otw,khalid  ty dolla $ign & 6lack,77,6,0
drip,cardi b featuring migos,78,8,0
rich & sad,post malone,79,5,0
dinero,jennifer lopez featuring dj khaled & cardi b,80,1,1
for the first time,darius rucker,81,10,0
taste,tyga featuring offset,82,1,1
paranoid,post malone,83,5,0
watch,travis scott featuring lil uzi vert & kanye west,84,4,0
sativa,jhene aiko featuring swae lee or rae sremmurd,85,12,0
zombie,bad wolves,86,12,0
lust,lil skies,87,3,0
shoota,playboi carti featuring lil uzi vert,88,3,0
lovely,billie eilish & khalid,89,1,1
new freezer,rich the kid featuring kendrick lamar,90,18,0
singles you up,jordan davis,91,17,0
most people are good,luke bryan,92,18,0
i was jack (you were diane),jake owen,93,1,1
girls like you,maroon 5 featuring cardi b,94,1,1
everyday,logic & marshmello,95,13,0
el farsante,ozuna & romeo santos,96,18,0
spoil my night,post malone featuring swae lee,97,5,0
high hopes,panic! at the disco,98,1,1
moonlight,xxxtentacion,99,9,0
the games we play,pusha t,100,1,1
