Artist,Track,Year,Month,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Followers,Popularity,Target
Time > Breathe Reprise >,greensky bluegrass,2010,02,0.405,0.756,6,-6.361,0,0.0307,0.142,4.03e-05,0.638,0.606,133.379,115643,57,0
A Life Where We Work Out (feat. Kaitlin Butts),flatland cavalry,2016,04,0.596,0.501,3,-7.456,1,0.0263,0.14,0.000424,0.111,0.402,152.04,35246,56,0
Flamingo,kero kero bonito,2014,09,0.788,0.49,8,-6.287,1,0.511,0.313,0,0.0968,0.79,177.865,184872,60,0
Expectations,lauren jauregui,2018,10,0.576,0.443,4,-7.477,0,0.0754,0.00923,1.88e-06,0.124,0.452,180.08,592597,62,0
Throat,afterlife,2019,01,0.441,0.932,7,-4.373,1,0.214,0.000208,0.000532,0.206,0.211,190.1,7888,40,0
Wish I Knew You,the revivalists,2015,07,0.651,0.716,0,-6.516,0,0.0258,0.13,0.0616,0.125,0.722,101.05,218728,64,1
This Is Me,keala settle,2017,12,0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,114566,73,0
Pain Is Pleasure,the last ten seconds of life,2015,01,0.472,0.966,3,-2.877,1,0.0692,9.47e-05,0.0177,0.431,0.475,159.968,28253,43,0
LOVE SCENARIO,ikon,2018,01,0.806,0.707,7,-4.623,1,0.0307,0.331,0,0.294,0.746,118.011,2163214,70,0
Sauce All On Me,coca vango,2018,08,0.934,0.628,2,-5.084,1,0.0669,0.0538,3.72e-06,0.103,0.788,137.015,12746,50,0
Adan y Eva,paulo londra,2018,11,0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0676,0.72,171.993,8137382,85,0
Erase The Pain,palisades,2018,12,0.466,0.864,3,-5.586,0,0.0976,5.45e-05,0,0.234,0.481,138.075,107834,60,0
Could Have Been Me,the struts,2016,03,0.541,0.907,4,-4.512,1,0.0642,0.0158,0.000185,0.34,0.434,80.029,201442,63,0
Leave Me Alone,flipp dinero,2018,09,0.792,0.743,7,-2.806,1,0.0851,0.107,0,0.183,0.742,150.024,434165,70,1
LUCKY PENNY,jd mcpherson,2017,08,0.698,0.736,2,-5.525,1,0.0481,0.0664,2.16e-05,0.119,0.822,127.979,64231,51,0
Adiós Amor,christian nodal,2017,08,0.439,0.426,2,-6.437,1,0.0377,0.195,0,0.312,0.687,177.61,2604536,81,0
En Donde Esta Tu Amor,virlan garcia,2017,10,0.501,0.4,0,-4.76,1,0.0352,0.582,0,0.0692,0.556,73.054,2027577,73,0
주문 Mirotic,tvxq!,2014,05,0.638,0.854,1,-4.185,0,0.0558,0.21,0,0.899,0.56,100.009,465199,58,0
Defenseless - The Voice Performance,kirk jay,2018,12,0.183,0.571,9,-4.948,1,0.0338,0.601,2.29e-06,0.107,0.304,64.025,2449,36,0
Broken Hearts - The Voice Performance,chevel shepherd,2018,12,0.39,0.457,10,-6.312,1,0.0268,0.669,0.00148,0.143,0.414,142.103,3179,31,0
You Are The Reason - The Voice Performance,reagan strange,2019,06,0.42,0.333,1,-5.477,1,0.0299,0.895,5.84e-05,0.109,0.177,85.772,1009,19,0
Lost on You,lp,2017,05,0.433,0.724,5,-6.126,0,0.0372,0.1,0,0.0918,0.689,174.006,1300171,74,0
Emotion - The Voice Performance,makenzie thomas,2019,06,0.359,0.541,0,-6.985,1,0.037,0.602,0,0.114,0.372,174.099,2434,30,0
Full of Grace,sarah grace,1997,08,0.152,0.192,9,-12.719,1,0.0336,0.894,0.00632,0.127,0.166,175.725,177,12,0
Break Every Chain - The Voice Performance,kymberli joye,2019,06,0.316,0.696,6,-4.314,0,0.042,0.335,0,0.126,0.274,113.58,1454,23,0
Oceans / You Make Me Brave,caleb + kelsey,2018,01,0.367,0.233,2,-8.776,1,0.0347,0.861,0,0.103,0.32,90.903,99530,60,0
SOLO,jennie,2018,11,0.751,0.642,3,-5.165,0,0.087,0.0861,0,0.0953,0.388,95.045,270118,65,0
Get out of This Life,brian grilli,2019,07,0.602,0.886,4,-2.411,1,0.0363,0.112,0,0.0927,0.444,130.0,151,19,0
On My Way,alan walker,2019,03,0.509,0.689,1,-4.929,0,0.102,0.0209,0,0.301,0.297,170.087,15576455,87,0
Love Is Free - The Voice Performance,kennedy holmes,2018,12,0.8,0.704,5,-5.325,0,0.219,0.192,0,0.048,0.735,90.046,1203,16,0
I Love You,exid,2018,11,0.695,0.832,9,-3.455,0,0.0288,0.000371,0.000483,0.469,0.249,111.997,910639,63,0
bad guy,billie eilish,2019,03,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,15720375,95,1
Mariana Trench,nita strauss,2018,11,0.503,0.925,2,-4.188,0,0.0419,9.23e-06,0.922,0.153,0.194,109.994,14560,34,0
Choke,i dont know how but they found me,2018,08,0.516,0.85,4,-3.909,0,0.0706,0.00139,0,0.296,0.583,120.324,315627,63,0
Days Gone,boygenius,2018,07,0.763,0.221,10,-12.353,0,0.499,0.759,9.6e-06,0.106,0.464,154.656,11,2,0
The Thrill Is Gone / Django (with Miley Cyrus),jeff goldblum,2019,11,0.515,0.347,7,-8.819,0,0.0312,0.707,9.44e-05,0.161,0.438,113.353,28080,52,0
Trouble in Mind,larkin poe,2016,04,0.547,0.972,11,-4.581,0,0.0893,1.82e-05,0.00295,0.238,0.392,121.03,68429,49,0
Apocalypse Now (& Later),laura jane grace & the devouring mothers,2018,11,0.668,0.974,7,-3.976,1,0.0328,0.132,0,0.165,0.946,125.029,10773,34,0
Nada,kda,2019,10,0.579,0.467,9,-5.993,0,0.122,0.541,0,0.106,0.125,109.985,13139,53,0
Hurts Like Hell (feat. Offset),madison beer,2018,11,0.704,0.56,1,-6.791,0,0.179,0.185,0,0.0948,0.609,75.003,1404124,78,0
18,kris wu,2018,01,0.632,0.629,2,-5.935,1,0.258,0.183,0,0.344,0.207,179.882,454061,59,1
Light On,maggie rogers,2019,01,0.657,0.569,2,-6.287,1,0.0542,0.201,1.38e-05,0.126,0.399,102.054,484541,74,0
I Hope You’re Happy Now,carly pearce,2019,09,0.591,0.815,10,-4.725,1,0.0366,0.168,8.68e-06,0.142,0.306,118.024,142260,63,1
Heaven (feat. Veronica),dzeko,2019,01,0.657,0.882,0,-3.565,0,0.0456,0.247,0.00202,0.112,0.179,127.994,34663,72,0
Chasin' Me,caroline jones,2019,03,0.693,0.652,5,-4.504,1,0.0252,0.597,0,0.27,0.597,107.977,9126,47,0
Casper,takeoff,2018,11,0.921,0.607,1,-7.397,1,0.209,0.525,1.12e-06,0.123,0.753,140.071,599801,70,1
Dominate Me,fight the fury,2018,10,0.589,0.976,7,-3.024,1,0.0726,3.26e-05,0.189,0.248,0.356,121.982,21396,41,0
Me and the Whiskey,whitey morgan and the 78's,2015,05,0.39,0.828,2,-5.453,1,0.0284,0.000347,0.144,0.128,0.554,81.861,52189,54,0
China,anuel aa,2019,07,0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,8913970,95,0
Cockroach King,haken,2013,09,0.546,0.633,6,-6.287,0,0.0309,0.0366,0.000127,0.478,0.426,170.148,101706,51,0
A Grave Mistake,ice nine kills,2018,10,0.36,0.925,6,-3.775,0,0.0719,0.000838,0,0.115,0.446,175.088,253982,68,0
Pachuca Sunrise,minus the bear,2005,08,0.469,0.877,11,-5.729,0,0.0347,0.0277,0.00165,0.366,0.71,154.983,151215,52,0
seoul (prod. HONNE),rm,2018,10,0.587,0.664,0,-8.63,1,0.0645,0.344,2.47e-05,0.324,0.453,99.8,1506226,69,0
SLOW DANCING IN THE DARK,joji,2018,10,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,1862368,85,1
Drop Dead Cynical,amaranthe,2014,10,0.524,0.907,7,-3.946,1,0.0886,4.21e-05,0.000218,0.0935,0.543,140.056,291158,65,0
Nevermind,dennis lloyd,2017,06,0.592,0.691,3,-8.354,1,0.196,0.156,9.78e-06,0.418,0.0796,99.976,332232,75,1
You Were Right,rufus du sol,2016,01,0.708,0.793,5,-5.426,0,0.0341,0.0138,0.00227,0.118,0.735,122.014,488782,73,0
So Strange (feat. Cuco),polyphia,2018,10,0.553,0.885,0,-4.063,1,0.0385,0.000667,0.00072,0.209,0.484,96.025,211761,62,0
Sleeping on the Blacktop,colter wall,2015,06,0.567,0.311,2,-14.464,0,0.0455,0.822,0.23,0.11,0.478,83.11,175817,64,0
Highway Tune,greta van fleet,2017,11,0.579,0.957,4,-2.94,1,0.0521,0.0107,0.158,0.263,0.515,123.993,1035722,71,0
Mo Reala,zaytoven,2018,05,0.878,0.52,9,-7.58,1,0.131,0.218,0,0.119,0.337,110.996,219292,62,0
White Girl,shy glizzy,2014,02,0.698,0.793,1,-5.332,0,0.105,0.123,0,0.0805,0.454,129.948,493221,69,0
Everything That Hurts,justin courtney pierre,2016,02,0.575,0.248,7,-7.382,1,0.0287,0.261,1.92e-06,0.0872,0.379,144.009,5179,26,0
Excuse Me (feat. Too $hort & Dcmbr),mozzy,2017,12,0.811,0.574,5,-7.003,0,0.18,0.302,0,0.0865,0.546,96.993,289143,68,0
The Stable Song,gregory alan isakov,2007,01,0.625,0.432,2,-11.948,1,0.0283,0.633,0.00242,0.127,0.361,137.926,368062,70,0
Malibu Nights,lany,2018,10,0.559,0.422,11,-11.89,1,0.195,0.701,1.99e-06,0.0853,0.191,74.002,2015036,78,0
Graduation (with Juice WRLD),benny blanco,2019,08,0.731,0.65,0,-5.286,1,0.271,0.107,0,0.124,0.605,154.968,405702,81,0
Tech Noir,gunship,2015,07,0.505,0.622,10,-8.372,1,0.0322,0.0809,0.000789,0.212,0.193,85.994,93657,57,0
Honey,lay,2019,06,0.919,0.515,8,-7.678,0,0.106,0.0932,2.89e-05,0.0786,0.538,89.988,503385,67,0
Rita Is Gone,the marcus king band,2016,10,0.623,0.44,5,-8.216,1,0.0348,0.866,0.0675,0.0891,0.802,86.726,92031,56,0
Song For Zula,phosphorescent,2013,10,0.492,0.626,4,-8.26,1,0.0349,0.729,0.533,0.0509,0.524,86.016,156736,59,0
Orchard,windhand,2013,09,0.158,0.83,3,-6.228,1,0.0572,0.000715,0.898,0.177,0.132,134.445,48615,43,0
Make It Better (feat. Smokey Robinson),anderson .paak,2019,04,0.676,0.56,4,-6.024,0,0.0643,0.0112,0.00403,0.137,0.551,178.555,1232563,80,0
To the Moon,phora,2017,08,0.54,0.572,9,-8.665,1,0.115,0.624,0,0.14,0.43,82.562,518735,70,0
Mo Bamba,sheck wes,2018,10,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,684409,72,1
Hang on to Yourself,palaye royale,2019,10,0.516,0.84,10,-3.613,1,0.0512,0.000147,3.51e-05,0.361,0.576,109.952,148149,60,0
Better Than,john butler trio,2007,03,0.64,0.817,7,-5.636,1,0.0254,0.0284,9.81e-05,0.189,0.772,108.185,354591,60,0
Cocky,tilian,2018,09,0.583,0.914,7,-5.074,1,0.0359,0.111,0,0.16,0.923,100.013,38315,53,0
Relax / Divide,hail the sun,2014,09,0.467,0.347,6,-8.765,1,0.0346,0.401,0,0.0839,0.118,114.941,40901,48,0
In the Lobby,sosamann,2018,03,0.793,0.426,10,-11.235,0,0.41,0.0385,0,0.107,0.298,160.94,16876,55,0
Of Unworldly Origin,revocation,2018,09,0.302,0.986,6,-5.046,1,0.221,2.4e-05,0.00346,0.26,0.123,112.422,61717,44,0
Lean Back,terror,2004,01,0.698,0.922,1,-3.359,1,0.517,0.129,0,0.106,0.691,126.594,131613,58,0
Earthquake,the black lillies,2018,09,0.426,0.264,1,-10.35,1,0.0522,0.856,0,0.074,0.46,163.648,11345,37,0
Axe Is Family,alla xul elu,2018,09,0.521,0.966,8,-2.875,1,0.45,0.19,0,0.113,0.237,96.807,6274,32,0
Bottled Up,dinah jane,2018,09,0.843,0.58,2,-4.271,1,0.0591,0.107,1.84e-05,0.0645,0.638,98.023,215132,54,0
Bounce Out With That,ybn nahmir,2018,09,0.864,0.664,8,-7.315,1,0.104,0.0476,0,0.0863,0.381,94.932,1861441,74,1
Midnight Rider,the midnight,1970,09,0.585,0.532,7,-9.673,1,0.0268,0.209,0.00797,0.227,0.68,94.461,134775,63,0
Tilted,christine and the queens,2015,06,0.872,0.361,7,-9.88,1,0.0609,0.283,0.00262,0.108,0.489,100.001,432418,67,0
TerrorVision,aborted,2018,09,0.433,0.976,4,-3.558,0,0.0989,3.25e-06,0.679,0.535,0.132,125.057,62069,41,0
Baby Birkin,gunna,2019,02,0.848,0.649,2,-6.083,1,0.315,0.232,0,0.101,0.629,118.04,1505725,91,1
"Dear Maria, Count Me In",low,2007,09,0.465,0.896,2,-3.126,1,0.0795,0.00725,0,0.206,0.569,181.014,2139982,73,0
There’s A Honey,pale waves,2018,09,0.486,0.869,2,-4.013,1,0.045,0.000237,2.6e-05,0.0983,0.114,121.866,172845,56,0
Surrounding,lakewood music,2018,09,0.628,0.92,8,-4.422,1,0.049,0.241,0,0.621,0.693,113.007,2871,28,0
GOOD DIE YOUNG,elley duhe,2019,11,0.499,0.532,8,-7.257,0,0.0406,0.588,0.0125,0.117,0.461,143.921,54477,72,0
Call Me,st. paul & the broken bones,2014,02,0.573,0.786,7,-4.354,1,0.0353,0.0625,0.211,0.117,0.61,110.289,242378,61,0
Every Little Thing,russell dickerson,2017,10,0.638,0.854,1,-4.664,1,0.11,0.216,0,0.0357,0.859,93.869,188424,70,1
The Diplomat,pig destroyer,2012,10,0.397,0.972,7,-5.198,1,0.103,3.51e-06,0.811,0.0517,0.193,89.443,49737,42,0
Just Click,emily warren,2018,10,0.643,0.564,11,-5.591,1,0.131,0.259,4.1e-06,0.309,0.596,172.045,38153,69,0
Bound by Silence (feat. John Bush),metal allegiance,2018,09,0.363,0.971,8,-3.778,1,0.059,2.6e-05,7.39e-05,0.0723,0.724,141.205,19353,35,0
Pieces of April,jerad finck,2015,10,0.591,0.661,3,-3.091,1,0.0243,0.00361,9.2e-05,0.0767,0.318,92.999,19144,31,0
Nobody,dylan scott,2019,04,0.573,0.747,0,-6.46,1,0.0319,0.519,1.13e-06,0.0867,0.645,79.952,566275,69,1
Jungle,tash sultana,2016,12,0.59,0.697,1,-5.877,0,0.0291,0.269,9.86e-05,0.0881,0.497,146.059,922059,71,0
I Won't Run From It,big red machine,2018,08,0.615,0.719,6,-8.194,0,0.0325,0.702,0.097,0.148,0.678,94.988,47410,50,0
Chinatown,wild nothing,2010,05,0.528,0.678,1,-5.309,1,0.0279,0.0244,0.000283,0.0738,0.16,126.03,217895,57,0
The Unspeakable Oath,thou,2018,06,0.44,0.343,11,-12.527,1,0.0366,0.747,0.331,0.0996,0.0684,98.577,28010,38,0
Bella,wolfine,2017,12,0.909,0.493,3,-6.688,1,0.0735,0.128,0.000147,0.127,0.844,94.016,1029500,66,0
Do Better,lil donald,2018,02,0.802,0.42,5,-9.131,0,0.101,0.714,4.1e-06,0.11,0.603,130.119,51777,53,0
Go to the Light,murder by death,2012,09,0.399,0.393,1,-11.311,0,0.0396,0.629,0.719,0.133,0.345,129.233,51104,48,0
hammer,nothing,2018,04,0.653,0.78,5,-7.253,0,0.0663,0.114,3.23e-06,0.117,0.26,179.928,204519,66,0
Tribe (with J. Cole),bas,2018,08,0.755,0.594,7,-5.906,1,0.216,0.241,0,0.107,0.237,178.929,267761,76,0
Old Number Seven,the devil makes three,2002,11,0.571,0.427,11,-7.574,1,0.0405,0.202,0,0.1,0.894,142.454,191713,58,0
Pretty Little Fears (feat. J. Cole),6lack,2018,09,0.611,0.466,9,-11.361,1,0.372,0.711,0.000264,0.0847,0.223,192.08,1895037,83,1
Charcoal Baby,blood orange,2018,08,0.622,0.46,7,-8.389,0,0.0372,0.14,0.000369,0.119,0.514,183.241,414043,69,0
How It Ends,devotchka,2004,10,0.617,0.336,4,-10.661,0,0.0363,0.862,0.11,0.417,0.0393,103.87,81093,46,0
Wait Wait Wait,kun,2018,08,0.787,0.777,4,-7.851,0,0.0482,0.52,0.00489,0.128,0.518,109.97,57006,39,0
At Night In Dreams,white denim,2013,10,0.54,0.934,1,-5.907,1,0.0687,0.0583,0,0.215,0.665,88.425,107188,53,0
Nobody,mitski,2018,08,0.398,0.716,0,-5.254,1,0.0392,0.0764,0,0.0848,0.494,117.295,239005,66,0
Celoso,lele pons,2018,08,0.746,0.703,4,-4.179,0,0.107,0.352,0,0.331,0.667,166.043,302633,63,0
Audi.,smokepurpp,2017,09,0.794,0.366,7,-10.051,1,0.135,0.0214,0,0.0964,0.278,122.993,1727762,75,0
What Am I,why don't we,2019,08,0.614,0.647,0,-4.681,0,0.0524,0.0687,0,0.104,0.368,163.862,1682535,83,0
Toe Cutter - Thumb Buster,oh sees,2013,04,0.398,0.828,8,-8.511,1,0.057,0.0002,0.742,0.0984,0.463,109.308,183315,57,0
What Am I,why?,2019,08,0.614,0.647,0,-4.681,0,0.0524,0.0687,0,0.104,0.368,163.862,1682535,83,0
Voldemort,with confidence,2016,06,0.539,0.949,5,-4.23,0,0.0711,0.000181,2.38e-05,0.746,0.747,103.448,111335,59,0
Eye of God,erra,2019,08,0.481,0.979,8,-3.11,0,0.182,0.000201,0.00984,0.165,0.311,120.012,100525,55,0
Dial Tones,as it is,2015,01,0.459,0.902,11,-4.767,0,0.043,0.00697,0,0.27,0.587,185.016,111409,54,0
The Medic,foxing,2014,05,0.623,0.692,9,-7.977,1,0.0293,0.0173,0.00883,0.124,0.13,104.977,78128,51,0
Creep City,jake shears,2018,08,0.568,0.829,5,-3.86,0,0.03,0.182,2.13e-05,0.0688,0.785,91.983,10216,37,0
She Likes the Beatles,william clark green,2013,04,0.209,0.593,7,-4.292,1,0.0324,0.00429,0,0.212,0.34,82.246,42844,57,0
LION,(g)i-dle,2019,10,0.737,0.726,4,-5.168,0,0.0347,0.0237,0,0.124,0.182,109.991,1068468,74,0
Ocean (feat. Jacquees),tk kravitz,2018,06,0.709,0.264,1,-17.696,0,0.186,0.268,0,0.24,0.341,133.858,120148,64,0
My Love (The Storm),amanda shires,2016,09,0.598,0.415,4,-10.807,0,0.0289,0.11,0.226,0.211,0.486,142.152,23516,63,0
Sedona,houndmouth.,2015,03,0.396,0.677,3,-7.513,1,0.0354,0.0372,0.000137,0.112,0.249,135.177,161698,63,0
1400 / 999 Freestyle,trippie redd,2018,11,0.825,0.572,6,-6.067,0,0.0864,0.0079,0,0.113,0.568,141.991,3616726,87,1
You Can Count On Me,trophy eyes,2018,08,0.536,0.881,1,-2.733,1,0.047,0.0362,0,0.363,0.542,160.002,59325,51,0
"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",kali uchis,2018,04,0.702,0.659,4,-6.766,0,0.13,0.301,0.00201,0.218,0.843,79.64,747046,77,0
Slide,h.e.r.,2019,09,0.827,0.469,10,-9.141,0,0.341,0.0807,8.12e-06,0.207,0.196,97.028,1887334,81,1
Gan-Ga,bryant myers,2019,07,0.856,0.523,6,-7.5,0,0.419,0.228,0,0.0895,0.378,89.912,3007866,81,0
Best Friend,rex orange county,2017,01,0.575,0.714,6,-5.247,1,0.0596,0.395,0,0.115,0.32,144.982,1517940,85,0
Hot Summer,dj durel,2018,07,0.918,0.632,1,-6.979,1,0.278,0.0236,0,0.378,0.396,92.011,4387,51,0
Hardaway,derez de'shon,2018,04,0.537,0.518,1,-5.987,1,0.188,0.118,0,0.146,0.427,132.527,192813,57,1
Girl,the internet,2015,06,0.568,0.42,7,-11.169,0,0.276,0.536,0.124,0.101,0.453,79.89,686686,67,0
Running Up That Hill,meg myers,2019,03,0.587,0.898,11,-3.91,0,0.0661,0.0653,2.26e-06,0.146,0.473,102.012,129833,56,0
The Time I've Wasted,lori mckenna,2014,09,0.473,0.25,5,-11.263,1,0.0304,0.796,8.83e-05,0.101,0.261,145.027,31126,52,0
Fen of Shadows,skeletonwitch,2018,07,0.379,0.898,4,-4.955,0,0.0674,7.22e-06,0.469,0.484,0.0696,140.041,54985,42,0
Strangers,trash boat,2016,06,0.446,0.873,6,-3.922,1,0.0517,0.000202,0.00488,0.137,0.321,101.117,53130,51,0
Army Of The Night,powerwolf,2015,07,0.425,0.957,1,-3.654,0,0.0498,0.00096,0,0.166,0.599,171.95,323207,68,0
Paint It Black,the agony scene,2003,01,0.516,0.993,7,-2.273,1,0.0428,3.13e-05,0.556,0.0975,0.326,95.01,21803,33,0
Catie Rae,this wild life,2018,06,0.344,0.46,10,-9.399,1,0.0319,0.709,0,0.117,0.528,84.469,149107,55,0
Famous,mason ramsey,2018,07,0.534,0.815,5,-2.815,1,0.0278,0.708,0,0.111,0.564,159.848,86150,61,1
Enough,elias,2019,02,0.533,0.371,11,-10.569,1,0.0263,0.0694,6.14e-06,0.111,0.143,139.865,27614,46,0
Go Fuck Yourself,two feet,2016,07,0.765,0.327,6,-8.029,1,0.277,0.571,0.0479,0.0787,0.292,74.931,770168,75,0
Ova Dweet,popcaan,2016,04,0.638,0.699,1,-4.899,1,0.3,0.104,0,0.0995,0.597,102.758,352038,71,0
Tusa,karol g,2019,11,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,7077525,88,0
Dream House,deafheaven,2013,05,0.116,0.804,7,-4.669,1,0.0766,6.84e-06,0.916,0.384,0.0957,82.211,110482,47,0
G,g-mo skee,2016,07,0.741,0.774,2,-4.918,1,0.117,0.084,0,0.309,0.73,80.0,11236,39,0
Faint Object Camera,hopesfall,2018,07,0.418,0.857,8,-5.23,1,0.055,4.78e-05,4.58e-05,0.0828,0.138,137.97,17555,34,0
Adore,amy shark,2016,11,0.592,0.438,1,-10.054,1,0.0391,0.193,0,0.0564,0.259,67.445,198122,63,0
Loud and Heavy,cody jinks,2015,01,0.502,0.685,0,-5.847,0,0.0283,0.000531,1.61e-06,0.0923,0.574,81.978,252646,71,0
Sausalito,lydia,2018,04,0.347,0.183,2,-11.149,1,0.0338,0.826,2.94e-05,0.126,0.24,149.681,57136,48,0
shibuya (feat. San Holo),covet,2018,07,0.445,0.765,4,-4.186,1,0.0317,0.454,0.184,0.186,0.332,126.018,62402,48,0
I Don't Know About You,chris lane,2018,07,0.593,0.81,1,-5.733,1,0.0625,0.602,0,0.119,0.712,144.011,275878,70,1
All-American Boy,steve grand,2016,04,0.441,0.709,6,-3.91,1,0.0333,0.084,0,0.0851,0.28,131.889,21389,34,0
quando a bad bater - ao vivo,luan santana,2019,06,0.647,0.787,1,-4.767,1,0.0413,0.307,0,0.532,0.535,128.121,3616478,79,0
16 Shots,stefflon don,2017,05,0.673,0.813,3,-4.928,0,0.0601,0.0241,0.000271,0.104,0.529,95.026,418346,77,0
Walking Trophy,hoodcelebrityy,2018,03,0.691,0.604,0,-6.358,1,0.341,0.129,0.00494,0.108,0.44,125.55,24292,54,0
Motivation,normani,2019,08,0.599,0.887,4,-3.967,1,0.0984,0.0192,1.21e-06,0.3,0.881,170.918,599492,84,1
Michigan,the milk carton kids,2011,07,0.554,0.235,10,-14.609,1,0.0342,0.89,0.00328,0.114,0.232,121.836,122272,62,0
The Ceiling,the wild feathers,2013,08,0.418,0.831,4,-5.766,1,0.0495,0.000364,0.000286,0.382,0.283,126.101,26332,43,0
I Stand for the Flag,wes cook band,2017,12,0.538,0.713,0,-5.596,1,0.0307,0.251,0.000104,0.177,0.493,93.105,305,17,0
Off The Ground,the record company,2016,01,0.543,0.696,7,-4.572,1,0.0426,0.601,0.215,0.384,0.849,92.15,64800,51,0
Get Got,death grips,2012,04,0.57,0.993,7,-3.757,1,0.337,0.00628,0.00796,0.0876,0.405,87.0,392070,63,0
Virus://Vibrance,vein,2018,06,0.234,0.997,10,-2.806,0,0.28,2.48e-05,0.198,0.168,0.0874,163.77,24937,42,0
"No Woman, No Cry (Arr. Kanneh-Mason)",sheku kanneh-mason,2018,01,0.285,0.0227,2,-27.431,1,0.0556,0.98,0.146,0.117,0.206,79.856,35219,53,0
Crime Pays,freddie gibbs,2019,06,0.608,0.699,6,-8.267,1,0.114,0.139,0,0.242,0.784,146.941,380478,69,0
Love the Way You Hate Me,like a storm,2015,02,0.481,0.818,6,-4.95,1,0.0403,0.00162,0.000371,0.0841,0.098,160.012,64321,52,0
Cut Up (feat. Tory Lanez) - Remix,blac youngsta,2019,09,0.828,0.537,11,-6.503,1,0.0921,0.000931,1.1e-05,0.121,0.556,164.056,907408,64,1
Papi Chulo,el chombo,2016,10,0.893,0.851,1,-6.42,1,0.112,0.0809,0.00143,0.0246,0.837,110.005,40774,56,0
Change Of Tone,r+r=now,2018,06,0.429,0.428,1,-8.228,0,0.0475,0.303,0.532,0.161,0.267,87.837,14558,35,0
Bee Kind To The Bugs,culture abuse,2018,06,0.57,0.827,0,-4.132,1,0.03,0.00146,0.182,0.612,0.498,102.964,21452,45,0
Faucet Failure,ski mask the slump god,2018,11,0.935,0.552,10,-9.373,0,0.335,0.111,0,0.0952,0.615,99.993,2687703,82,1
Miss It,yung bleu,2017,08,0.704,0.534,8,-7.028,1,0.276,0.0243,0,0.0824,0.189,104.99,355612,64,0
Be Honest (feat. Burna Boy),jorja smith,2019,08,0.757,0.737,4,-6.728,0,0.114,0.311,0,0.113,0.635,98.057,1173889,80,0
The Screen,yob,2018,06,0.615,0.666,2,-6.75,0,0.0363,0.0134,0.102,0.0764,0.531,126.153,49846,38,0
Pristine,snail mail,2018,06,0.483,0.695,0,-5.493,1,0.0313,0.00461,0.000661,0.102,0.294,126.212,137524,58,0
Bonfires and Tailgates,colt mcbee,2018,06,0.537,0.913,7,-5.776,1,0.0448,0.0157,0,0.0982,0.654,150.025,2462,26,0
High,sir sly,2017,06,0.749,0.733,2,-5.606,1,0.0375,0.00535,0.00303,0.0668,0.722,122.977,183564,58,0
"Adult Swim (feat. Tyga, Jeremih, & Velous)",dj spinking,2014,08,0.686,0.494,3,-5.9,1,0.328,0.0308,0,0.102,0.802,174.008,9044,61,0
Pretty,landon cube,2019,10,0.679,0.853,0,-5.289,0,0.0659,0.195,0,0.132,0.767,76.064,157169,72,0
Losing Side of Twenty Five,american aquarium,2015,02,0.654,0.612,4,-7.181,1,0.029,0.388,0,0.152,0.71,135.013,30687,45,0
Savage Land,gruesome,2015,04,0.239,0.957,9,-4.176,1,0.157,4.23e-06,0.336,0.121,0.264,99.184,14552,27,0
All on Me,devin dawson,2018,01,0.634,0.668,5,-5.488,1,0.0291,0.14,0,0.216,0.635,80.989,108228,63,1
Missing You,btob,2017,10,0.633,0.736,7,-5.775,1,0.131,0.65,0,0.128,0.477,168.05,841174,60,0
Anything Goes,sutton foster,2011,09,0.617,0.438,7,-8.707,1,0.17,0.682,0.00218,0.28,0.725,98.823,27586,51,0
Redeemed,influence music,2019,07,0.502,0.686,4,-6.456,0,0.0318,0.0377,0,0.288,0.335,77.987,15684,56,0
I Think I Luv Her,tyla yaweh,2019,09,0.902,0.608,11,-6.238,1,0.27,0.000456,0,0.0621,0.836,84.001,71794,70,0
Tenderness,parquet courts,2018,05,0.716,0.736,7,-3.761,1,0.0363,0.165,0.000171,0.0746,0.945,98.005,166605,59,0
The Siren,graveyard,2011,03,0.408,0.471,7,-6.969,0,0.0446,0.273,0.00119,0.137,0.302,122.537,136751,51,0
Hideaway,my silent bravery,2019,10,0.554,0.756,5,-6.181,1,0.0268,0.0453,5.51e-06,0.186,0.72,97.924,11841,23,0
Scooby Doo Pa Pa,dj kass,2018,01,0.909,0.755,10,-2.59,0,0.236,0.042,0.00121,0.106,0.638,120.948,28097,52,0
Energy (Stay Far Away),skepta,2018,06,0.836,0.614,8,-4.543,0,0.311,0.345,9.86e-05,0.088,0.603,101.97,651142,78,0
Last Night's Mascara,brynn cartelli,2018,12,0.783,0.531,4,-6.062,1,0.0589,0.27,0,0.0867,0.526,102.481,17057,46,0
