Artist,Track,Year,Month,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Followers,Target
fetty wap ,679,2015,06,0.618,0.717,7.0,-5.738,1.0,0.318,0.00256,0.0,0.625,0.603,190.05,571193,1
adele,when we were young,2016,06,0.381,0.594,3.0,-5.97,1.0,0.0486,0.348,0.0,0.0925,0.273,143.86,1319655,1
sam hunt,break up in a small town,2014,10,0.579,0.776,8.0,-5.365,1.0,0.173,0.0749,0.0,0.239,0.434,136.044,15263240,1
ellie goulding,on my mind,2015,11,0.702,0.705,0.0,-6.666,1.0,0.0543,0.258,5.93e-06,0.0879,0.743,154.911,5624552,1
yo gotti ,down in the dm,2016,02,0.776,0.662,1.0,-7.016,0.0,0.0489,0.00157,2.1e-05,0.0887,0.324,152.927,1093863,1
taylor swift,wildest dreams,2014,10,0.553,0.664,8.0,-7.417,1.0,0.0741,0.0709,0.0056,0.106,0.467,140.06,30684815,1
major lazer & dj snake ,lean on,2015,07,0.781,0.746,5.0,-4.463,0.0,0.0675,0.0259,0.0,0.0572,0.34,98.008,30684815,1
rachel platten,stand by you,2016,01,0.506,0.897,9.0,-4.632,1.0,0.26,0.146,0.000451,0.0868,0.525,188.03,14829927,1
luke bryan ,home alone tonight,2015,08,0.498,0.968,8.0,-1.18,1.0,0.113,0.076,0.0,0.0947,0.491,161.989,17948207,1
silento,watch me,2015,05,0.821,0.759,8.0,-8.541,1.0,0.121,0.247,0.0,0.321,0.962,140.01,7303321,1
bryson tiller,exchange,2015,10,0.53,0.433,6.0,-10.598,1.0,0.185,0.108,0.0,0.135,0.274,160.14,14132030,1
j. cole,no role modelz,2014,12,0.696,0.521,10.0,-8.465,0.0,0.332,0.302,0.0,0.0565,0.458,100.0,17179738,1
one direction,perfect,2015,11,0.647,0.823,2.0,-5.231,1.0,0.0762,0.0598,0.0,0.119,0.396,99.933,17179738,1
taylor swift,out of the woods,2014,10,0.552,0.841,7.0,-6.938,1.0,0.0372,0.00103,1.23e-05,0.337,0.342,91.993,34418804,1
coldplay,adventure of a lifetime,2015,12,0.638,0.924,7.0,-3.887,1.0,0.0359,0.00205,0.000173,0.149,0.529,111.995,6141448,1
fetty wap,again,2015,09,0.748,0.733,11.0,-4.421,0.0,0.072,0.0062,0.0,0.329,0.291,93.019,20816689,1
demi lovato,confident,2015,01,0.606,0.763,10.0,-6.197,0.0,0.0669,0.00182,0.000159,0.116,0.309,130.018,17387744,1
chris brown,back to sleep,2015,12,0.647,0.646,9.0,-5.483,0.0,0.243,0.0424,0.0,0.0888,0.721,92.981,41392474,1
young thug,best friend,2015,11,0.959,0.598,8.0,-5.534,1.0,0.0713,0.0358,0.0,0.358,0.408,127.029,8049311,1
brothers osborne,stay a little longer,2015,03,0.555,0.89,6.0,-5.533,1.0,0.0309,0.0414,0.131,0.147,0.513,96.987,30684815,1
fall out boy,irresistible,2015,01,0.487,0.923,2.0,-3.054,1.0,0.114,0.0675,0.0,0.254,0.432,165.044,2695539,1
jason derulo,get ugly,2015,05,0.75,0.683,9.0,-4.829,0.0,0.12,0.0462,1.32e-06,0.297,0.539,111.066,18500440,1
jeremih,oui,2015,12,0.715,0.703,5.0,-3.825,1.0,0.0503,0.192,0.0,0.113,0.596,119.749,17387744,1
robin schulz ,sugar,2015,09,0.636,0.815,5.0,-5.098,0.0,0.0581,0.0185,0.0,0.163,0.636,123.063,8152115,1
granger smith,backroad song,2016,03,0.488,0.833,11.0,-6.571,1.0,0.0437,0.0352,0.0172,0.34,0.751,174.006,6834133,1
wiz khalifa ,bake sale,2016,01,0.864,0.551,3.0,-5.198,1.0,0.22,0.144,0.0,0.104,0.38,139.934,976459,1
lukas graham,7 years,2016,04,0.765,0.473,10.0,-5.829,1.0,0.0514,0.287,0.0,0.391,0.34,119.992,2959934,1
carrie underwood,heartbeat,2015,10,0.54,0.766,1.0,-4.478,1.0,0.05,0.606,0.0,0.0903,0.435,139.999,2524592,1
mike posner,i took a pill in ibiza,2016,05,0.663,0.713,7.0,-6.647,0.0,0.112,0.0353,7.68e-06,0.0843,0.69,101.965,3514764,1
cole swindell,you should be here,2016,05,0.489,0.641,7.0,-4.455,1.0,0.0282,0.0592,0.0,0.0857,0.303,136.095,17948207,1
keith urban,break on me.,2016,05,0.618,0.746,8.0,-7.1,1.0,0.0311,0.387,0.000215,0.108,0.455,87.005,1669644,1
brett eldredge,drunk on your love,2015,09,0.443,0.831,11.0,-5.606,1.0,0.0616,0.414,0.0,0.204,0.588,182.064,7035697,1
zac brown band,beautiful drug,2015,04,0.61,0.857,8.0,-5.267,0.0,0.0877,0.0424,2e-06,0.128,0.373,125.838,2581709,1
2 chainz,watch out,2015,07,0.901,0.509,8.0,-6.777,0.0,0.492,0.842,0.0,0.0531,0.544,129.924,23681559,1
empire of the sun,walking on a dream,2008,10,0.871,0.701,5.0,-5.594,0.0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,0,1
kelsea ballerini,dibs,2015,05,0.638,0.733,4.0,-4.7,1.0,0.052,0.231,0.0,0.103,0.651,87.999,775833,1
kevin gates,2 phones,2016,01,0.895,0.681,7.0,-5.267,0.0,0.358,0.157,0.0,0.189,0.554,121.918,4553471,1
locash,i love this life,2016,06,0.586,0.927,2.0,-3.014,1.0,0.0547,0.0164,7.24e-06,0.153,0.549,111.977,216672,1
florida georgia line,confession,2019,10,0.622,0.555,1.0,-6.877,1.0,0.0288,0.461,0.0,0.107,0.637,104.977,3633221,1
andy grammer,good to be alive ,2015,11,0.797,0.896,5.0,-3.678,1.0,0.0512,0.0349,0.0,0.635,0.685,120.037,8513796,1
randy houser,we went,2016,03,0.646,0.882,4.0,-3.77,0.0,0.0371,0.097,0.0,0.311,0.544,101.997,9410376,1
jana kramer,i got the boy,2015,10,0.625,0.569,0.0,-5.954,1.0,0.0271,0.26,0.0,0.127,0.361,149.987,14157445,1
nelly ,the fix,2015,08,0.812,0.479,8.0,-6.47,1.0,0.0429,0.0485,0.0,0.102,0.0873,95.505,23681559,1
james bay,let it go,2014,12,0.546,0.311,1.0,-10.396,1.0,0.0288,0.818,1.65e-05,0.107,0.246,147.464,22442182,1
chris stapleton,nobody to blame,2015,05,0.534,0.666,9.0,-9.471,1.0,0.0335,0.0143,0.0615,0.113,0.59,87.401,3514764,1
bryson tiller,sorry not sorry,2015,10,0.664,0.608,1.0,-6.093,1.0,0.214,0.0477,0.0,0.225,0.262,97.933,15263240,1
dlow,do it like me,2016,03,0.883,0.85,10.0,-4.053,0.0,0.361,0.308,0.0,0.368,0.711,150.138,9669665,1
david guetta ,bang my head,2015,11,0.599,0.869,0.0,-3.697,1.0,0.0789,0.0525,0.00719,0.103,0.593,108.061,4468682,1
lil dicky ,$ave dat money,2015,07,0.858,0.697,2.0,-5.361,1.0,0.23,0.114,0.0,0.224,0.364,98.012,530680,1
ellie goulding,something in the way you move,2015,11,0.658,0.814,1.0,-6.157,0.0,0.0493,0.0398,0.0,0.114,0.316,109.004,7174107,1
kevin gates,really really,2016,01,0.762,0.666,0.0,-6.055,1.0,0.0916,0.00427,0.0,0.127,0.278,118.97,7119036,1
dej loaf ,back up,2015,07,0.816,0.535,9.0,-8.302,1.0,0.338,0.147,4.53e-06,0.176,0.435,80.012,3742264,1
missy elliott ,wtf ,2015,11,0.932,0.819,8.0,-3.484,0.0,0.203,0.0181,6.81e-06,0.0577,0.556,119.941,2198258,1
eric church,mr. misunderstood,2015,11,0.385,0.808,7.0,-6.67,1.0,0.045,0.0629,0.0,0.33,0.546,129.22,220656,1
tori kelly,hollow,2015,11,0.61,0.664,2.0,-6.838,0.0,0.0372,0.0187,0.0049,0.473,0.426,126.085,8513796,1
rascal flatts,i like the sound of that,2014,01,0.611,0.8,0.0,-5.61,1.0,0.0377,0.257,0.0,0.194,0.527,89.974,1482835,1
dj snake ,middle,2016,08,0.586,0.701,1.0,-5.326,0.0,0.0416,0.0203,0.0,0.055,0.254,104.957,3563365,1
ariana grande,focus,2015,10,0.681,0.879,3.0,-6.006,0.0,0.291,0.266,0.0,0.446,0.818,99.955,910711,1
dawin,dessert,2015,09,0.865,0.732,6.0,-5.242,1.0,0.0436,0.069,0.0,0.0397,0.742,97.019,1167509,1
maren morris,my church,2017,03,0.517,0.743,9.0,-4.336,1.0,0.0363,0.243,3.36e-06,0.107,0.664,76.979,3351328,1
big sean ,play no games,2015,02,0.749,0.701,1.0,-3.914,1.0,0.0513,0.0734,0.0,0.216,0.351,81.479,989188,1
jason aldean,gonna know we were here,2014,10,0.447,0.896,9.0,-5.57,1.0,0.173,0.0339,0.0,0.882,0.533,173.852,1779785,1
brad paisley,country nation,2014,08,0.387,0.861,4.0,-5.529,1.0,0.0413,0.0389,0.00047,0.1,0.482,177.94,4940512,1
tim mcgraw,humble and kind,2015,01,0.355,0.48,11.0,-7.31,1.0,0.0282,0.679,2.28e-06,0.12,0.137,100.956,849015,1
curren$y ,bottom of the bottle,2015,12,0.739,0.539,6.0,-9.735,1.0,0.337,0.0161,0.0,0.235,0.835,85.082,715263,1
dierks bentley,somewhere on a beach,2016,06,0.573,0.635,7.0,-6.621,1.0,0.0275,0.000598,0.0,0.0845,0.447,144.031,2667065,1
the weeknd,acquainted,2015,08,0.372,0.477,7.0,-9.838,0.0,0.0497,0.484,0.0,0.0844,0.254,101.097,178677,1
old dominion,snapback,2015,11,0.687,0.793,5.0,-3.577,1.0,0.0333,0.305,3.23e-06,0.1,0.673,100.991,3244690,1
kanye west,stronger,2007,09,0.617,0.717,10.0,-7.858,0.0,0.153,0.00564,0.0,0.408,0.49,103.992,684062,1
britney spears,gimme more,2007,10,0.788,0.844,2.0,-3.131,1.0,0.0334,0.25,0.000678,0.0723,0.382,113.324,593790,1
timbaland ,apologize,2007,01,0.654,0.61,8.0,-6.051,1.0,0.0285,0.0399,0.0,0.101,0.118,118.032,303267,1
timbaland ,the way i are,2007,01,0.734,0.808,3.0,-6.448,0.0,0.106,0.189,0.699,0.315,0.805,114.764,1350383,1
j. holiday,bed,2007,01,0.684,0.606,5.0,-7.268,0.0,0.0504,0.17,0.0,0.058,0.723,127.901,2530630,1
colbie caillat,bubbly,2007,01,0.664,0.491,9.0,-6.544,1.0,0.042,0.594,0.0,0.11,0.24,127.97,1842153,1
alicia keys,no one,2007,11,0.644,0.548,1.0,-5.416,0.0,0.0286,0.0209,8.68e-06,0.134,0.166,90.042,3633221,1
fergie,big girls don't cry,2006,01,0.712,0.647,7.0,-4.277,1.0,0.0336,0.239,0.0,0.0955,0.292,113.116,27938,1
kanye west ,good life,2007,09,0.439,0.808,1.0,-6.881,1.0,0.346,0.00305,0.0,0.439,0.487,82.962,20110630,1
50 cent ,ayo technology,2007,01,0.442,0.774,8.0,-5.538,0.0,0.198,0.0943,0.0,0.0329,0.377,139.775,1381751,1
nickelback,rockstar,2005,09,0.616,0.91,0.0,-3.004,1.0,0.0386,0.0459,0.0,0.343,0.693,144.073,7035697,1
baby bash ,cyclone,2007,07,0.644,0.725,11.0,-4.622,1.0,0.0701,0.0112,0.0,0.146,0.584,77.977,2667065,1
p!nk,who knew,2006,04,0.688,0.733,9.0,-4.569,1.0,0.0274,0.00462,0.0,0.0756,0.459,140.004,1067852,1
matchbox twenty,how far we've come,2007,10,0.566,0.906,0.0,-5.092,1.0,0.0642,0.00452,0.0,0.21,0.787,83.0,1167336,1
keyshia cole ,let it go,2007,01,0.812,0.721,6.0,-5.084,1.0,0.206,0.194,0.0,0.248,0.772,94.939,2225516,1
plies ,shawty,2007,08,0.444,0.708,4.0,-5.926,0.0,0.126,0.0419,0.0,0.0775,0.26,105.412,1651014,1
rihanna ,hate that i love you,2008,06,0.637,0.73,5.0,-5.38,0.0,0.0874,0.323,0.0,0.0981,0.732,93.867,2066421,1
justin timberlake,lovestoned,2006,09,0.862,0.707,10.0,-6.243,0.0,0.0585,0.335,0.000116,0.283,0.849,121.259,5818070,1
plain white t's,hey there delilah,2005,01,0.657,0.291,2.0,-10.572,1.0,0.0293,0.872,0.0,0.114,0.298,103.973,36949282,1
t-pain ,bartender,2007,06,0.675,0.394,8.0,-8.539,1.0,0.133,0.0611,0.0,0.214,0.405,104.987,198044,1
rascal flatts,take me there,2007,01,0.499,0.857,4.0,-4.501,1.0,0.0374,0.00476,0.0,0.102,0.324,83.977,389081,1
maroon 5,wake up call,2007,01,0.639,0.949,4.0,-2.741,0.0,0.0669,0.0289,0.0,0.0855,0.964,164.054,6650241,1
elliott yamin,wait for you,2007,03,0.764,0.487,0.0,-6.734,1.0,0.0281,0.25,0.0,0.184,0.352,116.027,3361426,1
daughtry,over you,2006,11,0.423,0.922,3.0,-2.602,1.0,0.0411,0.017,0.0,0.102,0.567,156.063,1589724,1
rihanna ,umbrella,2008,06,0.583,0.829,1.0,-4.603,1.0,0.134,0.00864,0.0,0.0426,0.575,174.028,2859071,1
feist,1234,2007,01,0.71,0.491,2.0,-7.382,1.0,0.0504,0.219,1.99e-06,0.0859,0.638,109.933,616765,1
boys like girls,the great escape,2007,08,0.423,0.94,1.0,-4.012,0.0,0.0635,0.00166,0.0,0.178,0.505,149.934,1961427,1
fabolous ,baby don't go,2007,01,0.84,0.68,1.0,-6.475,1.0,0.116,0.0947,0.0,0.118,0.498,99.734,17387744,1
finger eleven,paralyzer,2007,01,0.645,0.941,4.0,-3.425,0.0,0.0448,0.169,0.0,0.251,0.881,106.015,592028,1
sean kingston,beautiful girls,2007,07,0.762,0.661,1.0,-6.075,0.0,0.0687,0.15,0.0,0.256,0.769,130.009,10451489,1
fabolous ,make me better,2007,01,0.605,0.614,11.0,-6.745,1.0,0.0967,0.291,0.0,0.209,0.573,86.491,6574792,1
chris brown ,kiss kiss,2007,11,0.729,0.658,10.0,-3.386,0.0,0.225,0.0506,0.0,0.0693,0.551,140.043,1467376,1
avril lavigne,when you're gone,2007,04,0.458,0.719,4.0,-3.921,0.0,0.0323,0.189,0.0,0.228,0.168,142.032,1467376,1
ingrid michaelson,the way i am,2007,01,0.877,0.259,5.0,-9.302,1.0,0.0427,0.771,8.98e-06,0.108,0.32,119.989,851600,1
sean kingston,me love,2008,03,0.66,0.847,1.0,-3.25,1.0,0.191,0.0628,0.0,0.112,0.925,180.01,1656697,1
50 cent,i get money,2007,01,0.528,0.932,9.0,-4.545,1.0,0.346,0.163,0.000273,0.346,0.437,124.144,6673362,1
brad paisley,online,2010,11,0.557,0.856,7.0,-5.294,1.0,0.0687,0.0882,0.0326,0.681,0.846,133.527,3339857,1
fall out boy,thnks fr th mmrs,2007,01,0.459,0.884,10.0,-5.005,0.0,0.0644,0.00539,0.0,0.107,0.615,154.868,10451489,1
gorilla zoe,hood figga,2007,09,0.814,0.713,1.0,-5.089,1.0,0.107,0.0162,0.0,0.123,0.145,174.264,5566464,1
carrie underwood,before he cheats,2005,11,0.519,0.749,6.0,-3.318,0.0,0.0405,0.271,0.0,0.119,0.29,147.905,3905187,1
the-dream,shawty is a 10,2007,01,0.742,0.441,7.0,-5.541,0.0,0.0403,0.0689,0.0,0.0715,0.39,74.987,449271,1
toby keith,love me if you can,2008,10,0.57,0.633,5.0,-6.26,1.0,0.0285,0.242,0.00176,0.0866,0.339,148.027,7207844,1
t-pain ,buy u a drank ,2007,06,0.451,0.55,1.0,-8.137,1.0,0.262,0.0108,0.0,0.0737,0.594,80.001,1367928,1
jennifer lopez,do it well,2007,10,0.763,0.81,5.0,-5.118,0.0,0.0861,0.0311,0.0,0.316,0.437,108.004,1776274,1
carrie underwood,so small,2007,10,0.426,0.784,3.0,-3.225,1.0,0.0421,0.306,0.0,0.0695,0.272,147.939,958926,1
t.i. ,you know what it is,2007,06,0.657,0.853,1.0,-4.757,0.0,0.252,0.17,0.0,0.0956,0.746,173.066,34418804,1
foo fighters,the pretender,2007,09,0.433,0.959,9.0,-4.04,1.0,0.0431,0.000917,0.0,0.028,0.365,172.984,8362486,1
hurricane chris,a bay bay,2007,06,0.577,0.668,6.0,-4.884,1.0,0.514,0.105,0.0,0.0924,0.702,60.709,722311,1
jordin sparks,tattoo,2007,11,0.566,0.766,2.0,-5.036,1.0,0.0399,0.431,0.0,0.101,0.547,168.005,2233637,1
tim mcgraw,if you're reading this,2007,03,0.305,0.304,11.0,-8.383,1.0,0.0285,0.823,0.0,0.67,0.341,145.49,2066421,1
brooks & dunn,proud of the house we built,2007,10,0.618,0.79,6.0,-4.973,1.0,0.0445,0.0655,0.00641,0.11,0.545,119.987,20430721,1
linkin park,bleed it out,2007,05,0.529,0.967,1.0,-3.647,0.0,0.0508,0.114,0.0,0.61,0.596,140.127,73146,1
dierks bentley,free and easy ,2008,01,0.557,0.825,6.0,-4.657,1.0,0.0283,0.00525,0.00164,0.177,0.841,120.015,1232074,1
good charlotte,i don't wanna be in love ,2007,03,0.64,0.884,6.0,-2.609,1.0,0.0428,0.0226,0.0,0.187,0.573,124.968,34418804,1
rihanna,shut up and drive,2008,06,0.735,0.826,1.0,-4.902,1.0,0.0349,0.00101,0.129,0.197,0.74,132.964,534644,1
ne-yo,do you,2007,01,0.597,0.638,5.0,-5.853,0.0,0.0723,0.333,0.0,0.325,0.5,121.403,770105,1
taylor swift,our song,2006,10,0.543,0.686,2.0,-4.751,1.0,0.0357,0.114,0.0,0.335,0.555,177.874,1319655,1
garth brooks,more than a memory,2010,10,0.543,0.342,1.0,-8.162,1.0,0.0304,0.555,0.0,0.115,0.244,137.292,373691,1
cassidy ,my drink n' my 2 step,2007,11,0.642,0.835,1.0,-4.501,1.0,0.293,0.206,0.0,0.135,0.553,86.662,1529762,1
paramore,misery business,2007,06,0.517,0.906,1.0,-3.677,1.0,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,1319655,1
my chemical romance,teenagers,2006,10,0.463,0.857,4.0,-3.063,1.0,0.0632,0.0506,0.0,0.184,0.856,111.647,9669665,1
luke bryan,all my friends say,2007,01,0.683,0.9,9.0,-4.422,1.0,0.0333,0.0439,0.0,0.177,0.962,117.036,5046422,1
jason michael carroll,livin' our love song,2007,02,0.488,0.855,7.0,-3.417,1.0,0.0399,0.287,0.0,0.132,0.799,148.971,611356,1
three days grace,never too late,2006,06,0.433,0.778,2.0,-4.68,0.0,0.0371,0.00838,0.0,0.163,0.217,149.864,1529762,1
jonas brothers,s.o.s.,2007,01,0.587,0.696,7.0,-3.836,1.0,0.0677,0.000728,0.0,0.184,0.701,137.087,1232074,1
george strait,how 'bout them cowgirls,2006,01,0.617,0.799,4.0,-4.537,1.0,0.0354,0.395,0.0,0.365,0.452,117.03,1278528,1
clay walker,fall,2007,04,0.55,0.543,0.0,-6.986,1.0,0.0287,0.193,0.0,0.0994,0.208,138.003,5566464,1
nelly,wadsyaname,2007,01,0.78,0.79,1.0,-7.224,1.0,0.124,0.122,0.0,0.12,0.185,80.014,1589724,1
josh turner,firecracker,2011,01,0.447,0.969,1.0,-5.748,0.0,0.102,0.097,0.000175,0.0983,0.746,174.799,7174107,1
kenny chesney,never wanted nothing more,2009,05,0.528,0.742,7.0,-7.044,1.0,0.0526,0.0412,1.99e-05,0.236,0.746,177.842,444324,1
wyclef jean ,sweetest girl ,2007,08,0.733,0.744,1.0,-3.51,1.0,0.0553,0.0772,0.0,0.341,0.529,92.515,3563365,1
rodney atkins,these are my people,2006,07,0.558,0.896,0.0,-3.687,1.0,0.0545,0.0316,0.0,0.528,0.63,90.064,681524,1
aly & aj,potential breakup song,2007,01,0.57,0.886,6.0,-4.145,0.0,0.044,0.00112,0.00739,0.594,0.805,158.035,1136527,1
plies ,hypnotized,2007,08,0.84,0.571,10.0,-7.421,1.0,0.0797,0.16,0.0,0.406,0.617,116.59,2233637,1
will.i.am,i got it from my mama,2007,01,0.888,0.788,1.0,-6.25,1.0,0.0519,0.113,4.43e-05,0.046,0.87,118.998,7074564,1
leann rimes,nothin' better to do,2015,02,0.451,0.911,5.0,-3.668,0.0,0.143,0.254,0.0,0.17,0.455,198.075,3563365,1
miranda lambert,famous in a small town,2007,05,0.509,0.932,11.0,-3.948,1.0,0.0667,0.268,0.0,0.0615,0.675,138.722,3010612,1
juanes,me enamora,2007,01,0.684,0.85,4.0,-3.867,0.0,0.034,0.0173,0.0,0.0913,0.922,94.003,6859142,1
santana ,into the night,2007,09,0.595,0.844,7.0,-4.678,1.0,0.0331,0.0137,0.0,0.234,0.603,127.981,156754,1
keith urban,everybody,2007,01,0.417,0.488,2.0,-7.029,1.0,0.0292,0.0423,0.0,0.0959,0.206,188.209,1267220,1
montgomery gentry,what do ya think about that,2006,10,0.592,0.795,7.0,-6.13,1.0,0.0291,0.0504,6.35e-06,0.0852,0.705,157.067,2859071,1
james blunt,1973,2007,09,0.72,0.668,9.0,-7.928,1.0,0.0269,0.0652,0.00664,0.0789,0.768,123.007,1215511,1
eminem,lose yourself,2005,12,0.698,0.732,2.0,-4.522,1.0,0.266,0.00704,0.000647,0.359,0.0689,171.431,2067890,1
jennifer lopez ,jenny from the block,2002,11,0.844,0.754,6.0,-5.46,1.0,0.207,0.00833,3.42e-06,0.0575,0.961,100.002,13772069,1
nelly ,air force ones,2002,06,0.777,0.474,4.0,-10.211,0.0,0.316,0.087,0.0,0.089,0.63,164.123,1961427,1
no doubt ,underneath it all,2001,12,0.729,0.731,4.0,-4.823,1.0,0.0682,0.235,1.35e-06,0.391,0.838,138.204,1519527,1
santana ,the game of love,2002,09,0.59,0.929,2.0,-3.236,1.0,0.0478,0.0714,0.000153,0.0598,0.674,119.818,34418804,1
erykah badu ,love of my life ,2010,05,0.618,0.413,5.0,-9.311,0.0,0.398,0.134,0.000338,0.0913,0.462,87.412,4822204,1
sean paul,gimme the light,2002,11,0.778,0.761,2.0,-5.529,1.0,0.0525,0.141,4.61e-05,0.0441,0.923,107.288,419230,1
puddle of mudd,she hates me,2001,08,0.58,0.748,4.0,-5.433,1.0,0.0323,0.00935,0.0,0.753,0.584,109.781,23681559,1
dixie chicks,landslide,2002,07,0.571,0.438,2.0,-7.007,1.0,0.0279,0.534,1.56e-05,0.187,0.444,145.948,665312,1
aaliyah,miss you,2007,01,0.685,0.351,10.0,-8.999,1.0,0.0303,0.709,0.0,0.111,0.511,109.771,301542,1
ll cool j,luv u better,2002,10,0.646,0.812,6.0,-3.932,1.0,0.254,0.218,0.0,0.299,0.694,95.014,4699934,1
musiq,dontchange,2002,01,0.564,0.555,4.0,-6.611,1.0,0.0345,0.19,0.0,0.087,0.196,101.884,4283369,1
2pac,thugz mansion,2002,01,0.71,0.642,5.0,-6.206,0.0,0.293,0.302,0.0,0.263,0.891,87.873,4553471,1
cam'ron ,hey ma,2002,01,0.722,0.667,8.0,-5.737,1.0,0.406,0.0306,6.02e-06,0.0856,0.915,180.627,182214,1
john mayer,your body is a wonderland,2001,08,0.647,0.729,5.0,-6.251,1.0,0.0236,0.0206,0.0489,0.134,0.687,94.01,3230203,1
creed,one last breath,2001,01,0.386,0.677,2.0,-5.83,1.0,0.0346,0.00841,0.00366,0.341,0.195,126.602,2903127,1
jennifer lopez ,all i have,2002,11,0.699,0.668,1.0,-5.305,1.0,0.106,0.265,0.0,0.141,0.472,83.074,3064138,1
nelly ,dilemma,2002,06,0.725,0.534,2.0,-8.364,0.0,0.167,0.211,2.91e-05,0.221,0.621,168.119,1537646,1
clipse,when the last time,2002,04,0.847,0.884,11.0,-3.326,1.0,0.245,0.514,0.0,0.303,0.845,99.036,535139,1
justin timberlake,cry me a river,2002,11,0.624,0.653,8.0,-6.582,0.0,0.176,0.575,0.0,0.104,0.565,73.884,1350383,1
rascal flatts,these days,2002,01,0.578,0.738,7.0,-4.109,1.0,0.0427,0.271,0.0,0.0651,0.352,81.962,1480204,1
mark wills,19 somethin',2002,01,0.588,0.813,4.0,-5.042,1.0,0.076,0.184,0.0,0.0783,0.818,90.072,2668206,1
matchbox twenty,disease,2013,11,0.541,0.833,8.0,-4.647,0.0,0.0583,0.0187,0.0,0.143,0.84,115.052,200814,1
kid rock ,picture,2001,11,0.692,0.496,7.0,-7.332,1.0,0.0241,0.172,6.42e-06,0.107,0.376,97.945,1018504,1
madonna,die another day,2003,04,0.792,0.797,0.0,-5.166,0.0,0.0901,0.062,0.00325,0.0896,0.491,123.993,317296,1
dru hill,i should be...,2002,01,0.596,0.761,1.0,-4.17,0.0,0.0609,0.226,0.0,0.167,0.481,121.792,958926,1
jaheim ,fabulous,2002,11,0.657,0.464,4.0,-7.573,0.0,0.0614,0.548,0.0,0.161,0.598,75.982,2734511,1
3 doors down,when i'm gone,2002,01,0.496,0.765,7.0,-5.66,1.0,0.033,0.00457,0.0,0.104,0.337,74.072,615706,1
nas,made you look,2002,12,0.658,0.936,5.0,-5.105,0.0,0.3,0.172,0.0,0.321,0.711,95.439,2038473,1
kelly rowland,stole,2002,10,0.649,0.718,7.0,-4.984,0.0,0.0594,0.00676,4.26e-06,0.174,0.477,79.993,2505981,1
avril lavigne,complicated,2002,06,0.585,0.776,5.0,-5.898,1.0,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,1254018,1
justin timberlake,like i love you,2002,11,0.853,0.811,6.0,-4.926,0.0,0.0646,0.0439,0.000304,0.0703,0.901,114.961,3351328,1
baby ,do that...,2018,11,0.863,0.225,0.0,-16.861,1.0,0.122,0.923,0.0404,0.0884,0.917,115.941,763533,1
emerson drive,fall into me,2002,01,0.496,0.822,2.0,-4.899,1.0,0.034,0.219,0.0,0.361,0.615,97.01,2009940,1
eve,satisfaction,2002,01,0.85,0.549,11.0,-3.176,0.0,0.451,0.238,0.0,0.0988,0.603,93.503,30198272,1
keith urban,somebody like you,2002,01,0.624,0.84,4.0,-5.768,1.0,0.0337,0.108,0.000546,0.144,0.656,111.02,7074564,1
good charlotte,lifestyles of the rich and famous,2002,10,0.62,0.93,1.0,-3.685,1.0,0.0374,0.00043,0.0,0.0686,0.609,106.22,1350383,1
50 cent,wanksta,2003,02,0.81,0.868,1.0,-3.521,1.0,0.156,0.0224,0.0,0.145,0.884,81.018,1357670,1
foo fighters,all my life,2002,10,0.58,0.604,5.0,-5.703,1.0,0.047,0.000218,0.000579,0.477,0.645,167.784,1254018,1
amerie,talkin' to me,2002,07,0.744,0.406,8.0,-6.378,0.0,0.0722,0.113,0.0,0.0316,0.725,89.942,1600091,1
ll cool j ,paradise,2002,10,0.777,0.835,5.0,-3.068,0.0,0.2,0.0209,2e-05,0.208,0.791,97.876,2694441,1
ja rule ,thug lovin',2002,01,0.763,0.69,1.0,-5.586,1.0,0.21,0.14,0.0,0.703,0.773,93.076,995353,1
avril lavigne,sk8er boi,2002,06,0.487,0.9,0.0,-4.417,1.0,0.0482,6.79e-05,0.0,0.358,0.484,149.937,823061,1
nirvana,you know you're right,2002,10,0.289,0.716,5.0,-6.53,0.0,0.106,0.0407,0.00123,0.135,0.344,168.049,1833867,1
terri clark,i just wanna be mad,2003,01,0.574,0.897,10.0,-4.464,1.0,0.0395,0.0656,0.0,0.304,0.75,100.016,779795,1
kenny chesney,a lot of things different,2002,04,0.589,0.279,2.0,-13.693,1.0,0.0285,0.129,0.0192,0.149,0.212,74.847,685023,1
lasgo,something,2012,09,0.643,0.981,7.0,-6.644,0.0,0.0439,0.0271,8.93e-05,0.11,0.38,140.01,7071216,1
busta rhymes ,make it clap,2002,11,0.736,0.741,1.0,-4.458,0.0,0.392,0.0691,0.0,0.053,0.95,121.328,334206,1
saliva,always,2002,11,0.363,0.906,1.0,-4.415,1.0,0.0615,0.0122,0.0,0.172,0.371,181.964,7207844,1
christina aguilera ,dirrty,2002,07,0.64,0.889,2.0,-3.073,1.0,0.322,0.107,0.0,0.339,0.436,99.931,4125677,1
ja rule ,mesmerize,2002,01,0.762,0.641,1.0,-6.784,1.0,0.209,0.0554,0.0,0.454,0.368,90.089,1598319,1
