Artist,Track,Year,Month,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Followers,Target
silverchair,cicada,2015,03,0.272,0.898,9.0,-5.971,1.0,0.0512,6.26e-05,0.000155,0.0955,0.364,122.156,342964,0
skrape,searching for home,2003,10,0.459,0.4,10.0,-9.745,1.0,0.0263,0.114,4.2e-06,0.104,0.127,133.924,10739,0
mando diao,misty mountains,2007,10,0.361,0.909,7.0,-3.613,1.0,0.0958,0.0222,2.57e-06,0.117,0.686,152.277,165857,0
metallica,the end of the line,2008,09,0.335,0.985,4.0,-2.383,0.0,0.0921,0.000115,0.000807,0.135,0.202,106.552,30391,0
chelsea,right to work ,2007,05,0.311,0.908,7.0,-6.307,1.0,0.0769,0.000419,0.00021,0.0926,0.58,152.743,650,0
sizzla,princess black,2006,08,0.566,0.793,6.0,-6.42,1.0,0.312,0.0391,0.0,0.143,0.842,82.52,4594111,0
casiotone for the painfully alone,rice dream girl,2002,09,0.54,0.825,0.0,-4.779,1.0,0.0356,0.634,0.941,0.262,0.297,131.126,46376,0
less than jake,short on ideas / one last cigarette,2008,03,0.227,0.971,0.0,-1.736,1.0,0.0893,0.00276,0.00155,0.137,0.578,170.649,287913,0
pedro aznar,stand,1991,01,0.66,0.816,5.0,-7.54,1.0,0.0295,0.00368,1.92e-06,0.303,0.877,110.096,286019,0
pepper,freeze,2008,07,0.803,0.599,9.0,-5.189,0.0,0.0437,0.113,2.96e-05,0.285,0.68,110.066,102471,0
kim wilson,love attack,2003,01,0.579,0.705,9.0,-6.639,1.0,0.0639,0.937,0.00309,0.364,0.812,114.054,77927,0
daath,above lucium ,2007,03,0.497,0.975,7.0,-4.42,1.0,0.11,0.000236,0.0784,0.19,0.531,75.033,255865,0
x-ecutioners,play that beat,2002,02,0.551,0.85,7.0,-5.616,0.0,0.0524,0.0136,0.0586,0.25,0.789,113.914,13110,0
juice leskinen,marilyn,2017,12,0.374,0.799,0.0,-7.083,1.0,0.0426,0.752,0.00835,0.168,0.802,161.922,159324,0
kanye west,through the wire,2004,02,0.571,0.739,7.0,-6.11,1.0,0.247,0.00865,5.21e-06,0.158,0.66,83.089,71621,0
open hand,the ambush,2005,02,0.324,0.844,6.0,-5.902,0.0,0.055,0.0392,0.0,0.429,0.454,154.082,4564,0
little feat,down on the farm ,1979,01,0.709,0.395,7.0,-15.93,1.0,0.0376,0.244,0.00181,0.111,0.787,97.13,205295,0
tesla,so what!,2008,10,0.472,0.922,8.0,-4.453,1.0,0.0471,0.00258,0.0352,0.0652,0.595,176.057,355127,0
jonny lang,the one i got,2003,01,0.6,0.816,7.0,-5.926,1.0,0.0421,0.0756,0.000172,0.0986,0.659,137.048,43,0
red hot chili peppers,naked in the rain ,1991,09,0.588,0.897,5.0,-10.838,0.0,0.0429,1.36e-05,0.039,0.101,0.841,116.213,6884,0
novembre,triesteitaliana,2007,10,0.169,0.712,1.0,-6.542,0.0,0.0727,4.47e-05,0.397,0.0801,0.17,125.91,350679,0
blackalicious,rock the spot,1999,01,0.785,0.695,1.0,-6.434,1.0,0.22,0.0209,0.0,0.167,0.806,100.476,665332,0
naughty by nature,swing swang,2002,03,0.894,0.745,5.0,-3.485,0.0,0.0869,0.0923,0.000245,0.0756,0.935,93.958,2877,0
wyclef jean ,you say keep it gangsta,2002,06,0.801,0.788,5.0,-3.974,1.0,0.242,0.0545,0.0,0.106,0.716,91.92,87104,0
atomic rooster,living underground,2013,07,0.411,0.7,9.0,-11.993,1.0,0.0907,0.00323,0.000608,0.11,0.486,146.517,123574,0
shamen,destination eschaton ,2010,03,0.555,0.98,7.0,-6.287,1.0,0.068,0.204,1.53e-05,0.287,0.689,125.896,27299,0
avril lavigne,innocence,2007,04,0.389,0.71,1.0,-3.664,0.0,0.0343,0.146,0.0,0.202,0.34,137.752,99183,0
lara,nur eine nacht mit dir,2009,01,0.672,0.777,1.0,-5.697,1.0,0.0269,0.0612,0.000841,0.0947,0.606,124.013,21703,0
mat kearney,never be ready,2009,05,0.516,0.674,11.0,-6.866,1.0,0.0338,0.11,0.0,0.136,0.391,152.016,59885,0
the presets,if i know you,2008,01,0.674,0.645,9.0,-4.687,0.0,0.0449,0.259,1.11e-06,0.0846,0.339,128.981,509,0
julie roberts,unlove me,2004,01,0.687,0.38,1.0,-9.015,1.0,0.0337,0.554,0.0,0.105,0.562,121.797,604110,0
the black crowes,nonfiction,1994,01,0.608,0.488,5.0,-7.494,0.0,0.0227,0.568,3.31e-06,0.114,0.516,81.74,7184942,0
dead prez,be healthy,2000,02,0.78,0.482,2.0,-8.6,0.0,0.321,0.461,0.0,0.217,0.669,85.978,2279,0
snow patrol,shut your eyes,2006,01,0.692,0.738,1.0,-6.43,1.0,0.0283,0.149,0.00013,0.0836,0.841,124.992,57051,0
hubert kah,raketen,2014,10,0.688,0.859,2.0,-7.46,1.0,0.0513,0.0429,0.000327,0.0643,0.459,110.025,78314,0
piero umiliani,apertura in jazz,2009,11,0.443,0.173,5.0,-13.035,1.0,0.0412,0.948,0.37,0.0922,0.132,119.602,241103,0
fat joe,bust at you [,2002,11,0.778,0.815,10.0,-4.317,0.0,0.265,0.00444,0.0,0.262,0.574,84.091,9882,0
dokken,disease,2008,05,0.313,0.985,6.0,-4.999,1.0,0.102,0.000376,0.00185,0.323,0.173,178.159,374423,0
lara & reyes,away in a manger,2000,01,0.594,0.234,7.0,-13.752,1.0,0.0431,0.972,0.82,0.104,0.453,111.927,1701,0
pyranja,nordcore,2004,10,0.727,0.742,10.0,-4.191,0.0,0.173,0.119,0.0,0.0696,0.6,89.25,63603,0
alexandre desplat,the epi-pen,2006,02,0.237,0.242,1.0,-15.979,1.0,0.0456,0.298,0.669,0.134,0.029,140.428,0,0
death from above 1979,romantic rights,2004,09,0.516,0.961,5.0,-5.37,0.0,0.157,0.00316,0.0,0.404,0.458,150.147,244750,0
the antlers,stairs to the attic,2007,11,0.55,0.573,7.0,-9.994,1.0,0.0432,0.391,0.00399,0.0891,0.126,79.985,12203,0
foo fighters,if ever,2019,09,0.424,0.222,9.0,-7.692,1.0,0.0369,0.0195,0.0761,0.0457,0.102,149.101,12604,0
abraham laboriel,guidum,1995,01,0.447,0.395,0.0,-10.671,0.0,0.0359,0.0343,0.546,0.12,0.316,111.014,1923,0
mudhoney,between me & you kid ,1993,10,0.42,0.856,9.0,-7.882,1.0,0.0452,0.000456,0.00183,0.26,0.649,78.467,5744,0
sunscreem,secrets,2009,09,0.535,0.713,0.0,-8.776,1.0,0.141,0.0224,0.0,0.0659,0.651,172.12,8208,0
jeremy spencer,maria de santiago,2006,04,0.728,0.458,4.0,-13.35,0.0,0.0336,0.793,0.373,0.127,0.391,126.165,6593,0
paula santoro,the girl from ipanema ,2019,08,0.742,0.291,7.0,-17.43,1.0,0.0432,0.737,0.0304,0.263,0.37,129.605,36879,0
hatiras & slarta john,spaced invader ,2019,07,0.647,0.876,2.0,-7.483,1.0,0.389,0.002,0.545,0.0746,0.386,125.003,21249,0
firehose,tien an man dream again,1991,04,0.412,0.903,7.0,-8.651,1.0,0.0471,0.0817,0.86,0.325,0.893,176.965,254626,0
randy travis,down at the old corral ,1993,08,0.667,0.372,10.0,-11.948,1.0,0.025,0.255,6.89e-05,0.109,0.317,104.798,0,0
arturo sandoval,luna de miel en guama,1981,03,0.32,0.764,2.0,-10.895,1.0,0.0817,0.0852,0.903,0.0893,0.689,140.183,2304,0
future leaders of the world,spotlight,2004,10,0.526,0.922,8.0,-4.127,1.0,0.0485,0.000145,0.000288,0.0719,0.177,120.647,36733,0
lifer,breathless,2001,01,0.64,0.963,11.0,-6.084,0.0,0.116,0.000107,0.0792,0.0633,0.487,98.664,698,0
darden smith,mill creek,2004,05,0.736,0.344,5.0,-14.241,1.0,0.03,0.75,0.0642,0.117,0.439,120.009,65473,0
mudhoney,the money will roll right in,2009,10,0.196,0.886,9.0,-3.85,0.0,0.0593,2.75e-05,0.866,0.891,0.52,69.82,509,0
big maybelle,tell me who,1958,06,0.432,0.56,10.0,-10.353,1.0,0.0897,0.816,0.0,0.0805,0.856,172.115,299,0
noah lewis,devil in the wood pile,2002,08,0.585,0.203,7.0,-17.078,1.0,0.333,0.984,0.136,0.333,0.806,80.184,75565,0
patton oswalt,you are allowed 20 birthday parties ,2007,07,0.711,0.6,1.0,-10.627,1.0,0.923,0.818,0.0,0.92,0.434,121.578,196218,0
tech n9ne,elbow macaroni ,2008,07,0.696,0.179,0.0,-20.231,1.0,0.947,0.991,2.07e-05,0.594,0.705,105.241,855,0
soilwork,as the sleeper awakes,2007,10,0.49,0.983,7.0,-5.286,1.0,0.14,2.18e-05,0.907,0.295,0.307,114.012,6148,0
amorphis,into hiding,1994,09,0.249,0.755,8.0,-9.505,0.0,0.0381,1.5e-06,0.939,0.0544,0.244,129.394,507143,0
cliff edwards/disney studio chorus,when you wish upon a star,1992,01,0.257,0.293,9.0,-13.539,1.0,0.0391,0.957,0.0249,0.371,0.0818,87.645,123683,0
broadcast,where youth and laughter go,2006,08,0.531,0.682,11.0,-5.815,0.0,0.0291,0.000336,0.0,0.0794,0.41,119.271,60694,0
swami ,break,2007,09,0.765,0.908,5.0,-3.46,0.0,0.11,0.0343,0.0,0.074,0.964,132.968,66388,0
bon jovi,the radio saved my life tonight,2004,11,0.453,0.92,4.0,-5.256,1.0,0.0749,0.00129,0.0138,0.164,0.459,146.502,78959,0
deftones,lotion ,1997,10,0.382,0.985,1.0,-4.002,1.0,0.206,8.49e-06,0.0061,0.362,0.206,103.119,78959,0
zeromancer,the death of romance,2010,02,0.544,0.877,5.0,-6.556,1.0,0.0362,0.0212,0.000418,0.213,0.416,128.039,651272,0
mariah carey,someday,1990,06,0.685,0.819,1.0,-8.686,0.0,0.0405,0.206,2.23e-06,0.0251,0.937,109.855,1278528,0
walter trout,earrings on the table,2006,05,0.461,0.0894,7.0,-18.445,1.0,0.041,0.932,0.0,0.0876,0.547,79.939,113364,0
arrested development,raining revolution ,1992,03,0.811,0.285,1.0,-19.209,0.0,0.505,0.125,0.00488,0.383,0.794,87.993,5727,0
the distillers,the blackest years ,2000,04,0.151,0.836,7.0,-3.577,1.0,0.0906,0.0142,0.000555,0.367,0.194,161.009,584005,0
ashton shepherd,sounds so good,2008,01,0.523,0.897,4.0,-3.487,1.0,0.0423,0.291,0.0,0.288,0.634,154.263,40873,0
daniel johnston,high horse,2009,10,0.521,0.724,0.0,-6.667,1.0,0.0275,0.000365,0.314,0.122,0.452,128.038,19820,0
charlie haden,american dreams,2002,01,0.245,0.0433,2.0,-25.102,1.0,0.0336,0.787,0.918,0.105,0.0379,85.967,1559,0
rachel portman,the letters,2008,01,0.219,0.0365,9.0,-25.514,0.0,0.0385,0.96,0.186,0.0886,0.0492,113.068,254626,0
novika,common tear,2006,01,0.73,0.52,0.0,-9.246,1.0,0.031,0.122,0.0141,0.111,0.451,100.014,117716,0
camp lo,sparkle,1997,01,0.797,0.59,8.0,-8.38,0.0,0.344,0.043,0.0,0.0956,0.555,93.912,4553471,0
bt,korean waterhole,2005,08,0.172,0.0423,2.0,-21.69,1.0,0.0452,0.783,0.875,0.0994,0.0731,97.56,197156,0
ll cool j,headsprung,2004,08,0.574,0.799,0.0,-5.734,1.0,0.0426,0.0129,2.63e-05,0.0741,0.463,199.804,14609,0
lupe fiasco feat. gemstones and graham burris,dumb it down ,2007,01,0.703,0.768,1.0,-6.26,1.0,0.29,0.147,0.0,0.281,0.102,95.114,2045,0
creedence clearwater revisited,proud mary,1998,01,0.656,0.883,2.0,-6.074,1.0,0.0411,0.00761,0.0,0.911,0.69,123.356,53454,0
leslie mendelson,turn it over ,2009,06,0.827,0.452,0.0,-10.699,1.0,0.031,0.667,0.000109,0.107,0.677,106.516,133,0
kekele,affaire mokuwa,1998,01,0.846,0.752,2.0,-5.05,1.0,0.033,0.593,3.38e-06,0.0925,0.96,129.97,32455,0
elvenking,a fiery stride ,2004,04,0.324,0.965,7.0,-4.28,1.0,0.112,0.000271,0.0235,0.27,0.334,165.096,6,0
memphis minnie,nothing in rambling,2018,03,0.814,0.133,11.0,-13.742,1.0,0.0473,0.982,0.0,0.103,0.851,113.85,83,0
karen peck and new river,my god will always be enough,2007,01,0.42,0.126,11.0,-12.026,1.0,0.0355,0.878,0.0,0.118,0.233,110.951,1196891,0
butthole surfers,tongue,1993,01,0.308,0.752,1.0,-9.874,1.0,0.0522,0.000913,0.0376,0.43,0.202,128.169,6498,0
stephen marley,mind control,2007,03,0.591,0.739,9.0,-5.658,0.0,0.283,0.0634,1.47e-06,0.0479,0.694,85.214,24032,0
michael gettel,river run,1992,01,0.2,0.39,11.0,-17.799,1.0,0.0374,0.203,0.923,0.0891,0.158,72.607,12866,0
a tribe called quest,like it like that,1998,09,0.931,0.409,3.0,-8.059,0.0,0.159,0.585,1.11e-06,0.0946,0.715,95.02,287913,0
vhs or beta,new day rising,2004,01,0.658,0.597,7.0,-10.064,1.0,0.0367,8.55e-05,0.552,0.124,0.403,131.833,372415,0
george lopez,vibrators,2009,12,0.413,0.989,1.0,-7.49,1.0,0.897,0.854,0.00662,0.982,0.0347,114.342,3270,0
gertrudis,quitxalla,2004,10,0.741,0.955,4.0,-5.051,0.0,0.0436,0.277,0.0,0.268,0.755,112.002,52888,0
helmet,give it,1992,01,0.299,0.836,7.0,-8.374,1.0,0.0618,3.92e-05,0.0476,0.0844,0.548,140.904,29336,0
heaven 17,b,2014,12,0.364,0.216,10.0,-14.009,1.0,0.0311,0.975,0.00267,0.272,0.512,180.002,2197,0
fabolous,change you or change me ,2003,02,0.475,0.608,9.0,-7.941,0.0,0.388,0.26,0.0,0.0378,0.587,184.183,23521,0
rickie lee jones,second time around,1991,01,0.453,0.0315,8.0,-23.898,1.0,0.0524,0.867,0.0966,0.108,0.0998,63.575,19967,0
the who,sodding about,1967,12,0.466,0.763,2.0,-7.393,0.0,0.0325,4.08e-06,0.753,0.539,0.722,120.61,31994,0
the all american rejects,the future has arrived,2007,03,0.538,0.801,9.0,-9.429,1.0,0.0319,0.0505,0.0,0.0926,0.692,145.953,192167,0
jim reeves,may the good lord bless and keep you,2014,10,0.462,0.0934,7.0,-19.058,1.0,0.0304,0.864,0.148,0.111,0.361,86.182,34174,0
agnostic front,standing on my own,2001,10,0.342,0.967,9.0,-5.218,1.0,0.0564,0.000234,0.0,0.27,0.442,108.706,15704,0
novembre,reason,2006,04,0.175,0.788,4.0,-5.558,1.0,0.0479,2.53e-05,0.0391,0.151,0.302,129.762,2,0
tinariwen,assouf,2007,01,0.518,0.702,9.0,-6.481,1.0,0.0662,0.539,0.163,0.0881,0.522,81.144,2201276,0
bebo norman,britney,2008,01,0.623,0.567,5.0,-6.317,1.0,0.0266,0.0786,0.00427,0.109,0.514,95.943,190,0
plies ,you ,2007,08,0.496,0.648,9.0,-5.772,0.0,0.297,0.217,0.0,0.64,0.618,87.001,1479,0
hatiras,lost in space,2006,05,0.673,0.991,1.0,-5.273,0.0,0.119,0.000288,0.13,0.373,0.34,130.013,1661,0
terry dexter,beautiful one,2008,09,0.549,0.399,1.0,-7.708,1.0,0.029,0.869,1.15e-06,0.127,0.191,100.899,513057,0
funeral for a friend,all the rage ,2018,04,0.36,0.981,6.0,-3.717,1.0,0.0647,1.5e-05,0.000104,0.125,0.579,94.703,2197,0
naughty by nature,family tree,2002,03,0.852,0.718,11.0,-3.676,0.0,0.307,0.0582,0.0,0.167,0.207,92.036,373847,0
epmd / nocturnal,dungeon master,1997,09,0.641,0.786,6.0,-6.965,1.0,0.32,0.00661,0.0,0.0917,0.282,90.395,1388,0
the strokes,between love & hate,2003,10,0.453,0.61,9.0,-4.935,1.0,0.0254,5.35e-05,0.545,0.101,0.525,104.188,179387,0
the sonics,near my soul,2008,12,0.361,0.626,5.0,-9.377,0.0,0.062,0.279,2.91e-06,0.093,0.61,175.287,3033,0
2 minutos,cancion de amor,2007,12,0.343,0.94,7.0,-3.596,1.0,0.141,0.00281,0.0,0.314,0.623,118.769,21527,0
geoff muldaur,tennessee blues ,2017,06,0.611,0.0129,7.0,-26.487,1.0,0.0336,0.914,0.0,0.0991,0.239,83.187,331778,0
shakira,donde estas corazon,1995,10,0.743,0.78,7.0,-9.212,1.0,0.0722,0.0635,0.0,0.126,0.597,109.044,35366,0
bassturk,unutmam,2007,12,0.567,0.475,2.0,-10.095,0.0,0.067,0.2,0.0,0.378,0.145,136.075,127325,0
twista ,hope  ,2004,01,0.876,0.679,8.0,-6.455,0.0,0.115,0.175,0.0,0.116,0.116,106.97,7303,0
photek,124,1997,01,0.473,0.66,1.0,-11.243,0.0,0.0536,0.00217,0.847,0.287,0.195,123.859,1215018,0
blink-182,all of this,2003,11,0.689,0.579,9.0,-7.294,1.0,0.0315,0.00573,0.0276,0.089,0.671,117.641,179387,0
kanye west / lupe fiasco,touch the sky,2005,09,0.597,0.848,9.0,-4.835,1.0,0.355,0.0158,0.0,0.374,0.545,106.302,173057,0
cockney rejects,oi! oi! oi!,1980,08,0.227,0.969,2.0,-4.115,1.0,0.111,0.0652,0.0,0.664,0.354,185.747,990,0
loudermilk,mai,2002,10,0.453,0.616,6.0,-6.308,1.0,0.0369,0.000415,0.305,0.212,0.207,112.507,1939,0
halfway to gone,black night,2004,04,0.297,0.97,5.0,-4.971,0.0,0.188,6.01e-06,0.361,0.0655,0.486,141.988,1865,0
call to preserve,now and forever,2006,08,0.343,0.88,2.0,-5.232,1.0,0.096,3.75e-05,0.128,0.24,0.369,96.191,2388,0
belle and sebastian,i could be dreaming,1996,01,0.261,0.707,1.0,-9.291,1.0,0.0332,0.00293,1.13e-05,0.189,0.574,156.892,17459,0
poncho sanchez / dianne reeves,morning,1998,01,0.491,0.62,5.0,-11.611,0.0,0.0503,0.272,0.0,0.216,0.721,108.655,15426,0
don & juan,are you putting me on the shelf,2009,05,0.64,0.594,5.0,-9.677,1.0,0.064,0.675,3.36e-06,0.347,0.94,139.917,780,0
noemi,per colpa tua,2009,10,0.612,0.921,0.0,-2.633,1.0,0.0594,0.00345,0.0,0.181,0.644,144.029,2821,0
jellyfish,the ghost at #1,1993,01,0.549,0.611,7.0,-11.76,0.0,0.0367,0.0933,3.6e-05,0.115,0.4,113.105,2032,0
radiohead,fast-track,2001,05,0.462,0.905,1.0,-7.108,0.0,0.19,0.0569,0.867,0.122,0.403,103.465,1672,0
dimmu borgir,the chosen legacy,2007,04,0.18,0.954,7.0,-3.263,0.0,0.107,6.54e-06,0.04,0.212,0.121,149.095,204597,0
david arkenstone,drifting,2019,04,0.13,0.277,2.0,-23.212,0.0,0.108,0.869,0.669,0.38,0.12,74.032,315,0
tito rodriguez,mango del monte,1962,01,0.696,0.613,2.0,-10.284,0.0,0.067,0.788,0.000336,0.112,0.696,101.833,117940,0
flora purim,tomara ,1977,01,0.349,0.111,11.0,-18.005,0.0,0.0355,0.916,4.51e-05,0.277,0.135,120.358,230609,0
ashtrax,future traffic song,2007,11,0.757,0.403,11.0,-13.393,0.0,0.11,0.00333,0.355,0.186,0.762,123.016,515221,0
slim whitman,china doll,2010,01,0.551,0.244,4.0,-8.485,1.0,0.0268,0.963,0.0,0.371,0.434,107.394,2313932,0
badmarsh & shri,dancing drums,2005,01,0.669,0.821,5.0,-9.595,1.0,0.0584,0.0385,0.808,0.347,0.618,144.078,45117,0
john ottman,entanglement,2005,01,0.283,0.18,11.0,-15.715,1.0,0.0536,0.683,0.689,0.104,0.0381,136.668,5,0
skeeter davis,santa claus is coming to town,2004,08,0.665,0.324,7.0,-16.743,1.0,0.0299,0.306,3.34e-06,0.305,0.712,150.669,384240,0
funeral for a friend,juneau [live],2015,06,0.322,0.937,8.0,-4.169,0.0,0.107,0.000118,0.000226,0.392,0.147,103.175,7074564,0
tom petty,wildflowers ,1994,10,0.537,0.315,5.0,-13.79,1.0,0.0271,0.588,2.29e-05,0.206,0.575,86.813,131293,0
bebe winans / stephanie mills,everyday,2000,01,0.64,0.421,0.0,-8.766,1.0,0.0709,0.341,7.88e-06,0.132,0.48,71.984,5624552,0
take it back!,these days,2008,06,0.294,0.949,8.0,-4.468,1.0,0.112,5.81e-05,2.75e-05,0.0526,0.209,136.046,38905,0
daft punk,da funk,1997,01,0.806,0.7,0.0,-5.269,0.0,0.0752,0.00196,0.891,0.267,0.892,111.215,788,0
neviss,spain,2003,09,0.454,0.708,3.0,-5.601,1.0,0.0276,0.00527,0.705,0.112,0.126,93.961,98,0
philip bailey,silent night,1998,08,0.0982,0.283,7.0,-13.664,1.0,0.0343,0.926,0.000859,0.0941,0.147,77.606,43407,0
sneaky sound system,lost in the future,2008,01,0.628,0.882,7.0,-3.633,1.0,0.0546,0.00505,5.19e-06,0.111,0.696,129.967,252500,0
snowgoons,starlight,2015,08,0.411,0.89,3.0,-2.898,0.0,0.357,0.0715,0.0,0.479,0.57,176.159,1634122,0
rishi rich,jaan - interlude,2006,07,0.811,0.442,8.0,-11.234,0.0,0.409,0.0666,1.65e-05,0.144,0.716,95.907,713416,0
rise against,1000 good intentions,2005,08,0.483,0.888,9.0,-4.925,1.0,0.124,0.000451,0.151,0.193,0.272,77.8,424365,0
eliane elias,all the things you are,1995,01,0.372,0.0787,5.0,-26.804,0.0,0.0455,0.995,0.928,0.121,0.148,139.764,134523,0
gorillaz,white light,2005,05,0.595,0.831,11.0,-7.846,0.0,0.265,0.00135,0.822,0.34,0.407,154.845,159324,0
kapelle herrenweide,nie mehr heim,2014,05,0.242,0.765,4.0,-4.555,0.0,0.052,0.00415,0.000485,0.295,0.258,167.111,9417,0
steel pulse,house of love,1997,08,0.756,0.744,1.0,-6.835,0.0,0.186,0.011,8.52e-06,0.0497,0.692,168.167,393,0
daniel johnston,come to me tonight,1992,01,0.667,0.542,6.0,-11.606,0.0,0.162,0.797,0.0178,0.87,0.544,135.886,11024,0
behemoth,chant for eschaton 2000,2007,07,0.371,0.99,3.0,-6.862,1.0,0.0995,7.52e-05,0.344,0.698,0.0487,179.932,135900,0
auf der maur,taste you,2004,01,0.58,0.582,4.0,-6.333,0.0,0.0475,0.63,0.188,0.0887,0.447,124.907,11740640,0
sick puppies,deliverance,2007,01,0.154,0.954,10.0,-4.501,0.0,0.106,1.16e-05,0.0,0.292,0.299,181.221,19967,0
hot club of cowtown,cabiria,2009,05,0.728,0.551,0.0,-10.499,1.0,0.0299,0.771,0.00504,0.354,0.916,131.887,145,0
az,aziatic ,2002,01,0.56,0.575,2.0,-7.26,1.0,0.285,0.00211,0.0475,0.0626,0.771,174.172,186164,0
wendy moten,make this love last,1992,01,0.758,0.777,0.0,-9.607,1.0,0.0421,0.0292,0.00361,0.0376,0.965,109.046,14609,0
enrique iglesias,dicen por ahi,1998,09,0.488,0.664,7.0,-6.423,1.0,0.0428,0.444,0.0,0.0911,0.553,202.902,260,0
russ taff,we will stand,1983,08,0.518,0.452,11.0,-11.926,1.0,0.0349,0.0892,0.0,0.252,0.273,127.685,36733,0
to my surprise,easy or not ,2003,10,0.479,0.976,2.0,-2.13,1.0,0.0553,0.000851,0.0,0.226,0.725,149.615,752,0
loudon wainwright iii,how old are you,1985,01,0.568,0.497,9.0,-14.49,1.0,0.0404,0.605,0.0,0.126,0.891,96.811,3512357,0
daddy yankee,descontrol,2010,04,0.729,0.876,6.0,-3.818,0.0,0.0679,0.11,0.000715,0.301,0.674,92.993,2258,0
busta rhymes,genesis,2001,11,0.772,0.765,4.0,-9.58,1.0,0.32,0.132,2.1e-06,0.373,0.726,94.293,200,0
mae west,put it off until tomorrow,2016,07,0.715,0.18,2.0,-15.491,0.0,0.466,0.986,0.00327,0.364,0.719,113.196,1258958,0
dave eggar,dream of ice,1998,10,0.374,0.0404,4.0,-27.677,1.0,0.0591,0.995,0.911,0.108,0.157,117.393,2816,0
this is hell,realization: remorse,2008,02,0.481,0.708,6.0,-5.832,1.0,0.0366,6.85e-05,0.295,0.158,0.0568,124.949,18658,0
snap!,mary had a little boy ,2009,11,0.862,0.652,5.0,-12.927,0.0,0.0395,0.0679,0.012,0.0801,0.959,120.899,276116,0
shriekback,the strongest wind that blows,2007,11,0.714,0.458,10.0,-11.975,0.0,0.178,0.138,0.0687,0.16,0.716,170.033,57997,0
the tokens,ill always love you,2008,01,0.349,0.403,0.0,-9.072,1.0,0.0278,0.557,1.01e-06,0.141,0.372,101.83,2547,0
bad religion,infected,1994,08,0.49,0.845,9.0,-8.746,0.0,0.0344,0.00714,1.03e-05,0.0937,0.655,121.575,12217783,0
babylon disco,funk you,2005,02,0.5,0.886,10.0,-5.706,0.0,0.14,0.0807,0.0163,0.325,0.466,99.429,23036,0
kelly sweet,ready for love,2007,03,0.366,0.467,10.0,-7.853,1.0,0.0355,0.78,1.61e-05,0.106,0.0763,129.914,121857,0
pepe kalle,roger milla,1992,02,0.646,0.887,7.0,-7.071,1.0,0.0424,0.1,0.0895,0.129,0.831,140.16,242661,0
carpenters,an old fashioned christmas,1978,10,0.221,0.105,10.0,-20.74,1.0,0.0332,0.962,0.000785,0.152,0.0675,100.652,4594111,0
tam tam go!,belleza pasajera,2019,09,0.492,0.427,7.0,-10.95,1.0,0.0398,0.278,0.0,0.169,0.494,153.965,20608,0
eric burdon,feeling blue,2006,01,0.723,0.668,9.0,-5.632,0.0,0.032,0.173,0.000851,0.132,0.664,97.361,1886,0
ini kamoze,gangsta roll,2009,11,0.744,0.642,2.0,-6.148,1.0,0.344,0.199,0.000118,0.301,0.599,178.836,14229,0
little milton,walking the back streets and crying,1981,01,0.724,0.256,1.0,-15.776,1.0,0.0622,0.33,0.00181,0.0787,0.442,123.252,331,0
josh groban,mi morena ,2004,12,0.563,0.436,8.0,-9.327,0.0,0.0297,0.775,0.000218,0.702,0.361,142.948,0,0
arrested development,natural ,1992,03,0.913,0.387,11.0,-18.986,0.0,0.117,0.0148,0.012,0.312,0.914,116.001,4586115,0
dave hollister,i know i can,2008,08,0.595,0.759,5.0,-6.925,1.0,0.166,0.199,6.75e-06,0.295,0.725,89.574,39772,0
99 posse,salario garantito ,2007,06,0.816,0.591,6.0,-13.289,1.0,0.127,0.00397,0.00193,0.0861,0.843,165.766,26383,0
galactic,think back,2007,08,0.862,0.86,11.0,-5.416,0.0,0.238,0.0357,0.00089,0.748,0.785,104.209,36535,0
captain hollywood project,find another way,1995,03,0.577,0.752,0.0,-8.664,1.0,0.0392,0.00548,0.0563,0.422,0.823,158.966,12866,0
slackbaba,and the beat goes om,2007,04,0.356,0.646,8.0,-11.852,1.0,0.0454,0.022,0.76,0.108,0.147,169.956,54220,0
steve vai,fever dream,1999,08,0.51,0.924,4.0,-6.381,1.0,0.0446,0.0142,0.709,0.141,0.519,111.962,7532,0
will ackerman,a movie of a placid lake on a moonless night in september - reprise,1992,05,0.188,0.0419,4.0,-30.402,1.0,0.0462,0.918,0.904,0.0863,0.0408,185.352,136351,0
mungo jerry,pushbike song,2011,05,0.805,0.407,9.0,-16.025,1.0,0.323,0.0963,0.0,0.0728,0.804,167.688,1811283,0
gregory isaacs,out deh,1983,01,0.887,0.151,7.0,-16.083,0.0,0.111,0.406,0.00118,0.0764,0.918,139.097,390154,0
inhume,process to decelerate,2008,12,0.199,0.979,6.0,-4.934,0.0,0.0759,1.53e-06,0.955,0.219,0.0336,110.946,1682,0
radiohead,fake plastic trees ,1995,03,0.454,0.229,2.0,-12.592,1.0,0.0297,0.167,0.102,0.202,0.134,73.552,34269,0
carlos ponce,quiero,2002,01,0.441,0.902,7.0,-6.025,1.0,0.0458,0.0111,0.0,0.286,0.606,89.508,5868,0
marco beltrami,not a kid anymore,2009,01,0.202,0.0148,7.0,-30.679,0.0,0.0519,0.964,0.952,0.0842,0.0386,109.499,13407,0
